-0.40049762,-0.04567659,0
-0.4077348,-0.04434365,0
-0.4146595,-0.04115117,0
-0.4211734,-0.03983307,0
-0.4274192,-0.03744304,0
-0.43326807,-0.03478032,0
-0.43852216,-0.02895337,0
-0.4430673,-0.02731496,0
-0.44726217,-0.02402413,0
-0.4507705,-0.01773214,0
-0.45332968,-0.01252079,0
-0.45512223,-0.00856888,0
-0.4563988,-0.00679731,0
-0.45720726,-0.00156486,0
-0.45733202,0.00079083,0
-0.45695853,0.0054214,0
-0.45592856,0.00846887,0
-0.45432132,0.01319754,0
-0.45202804,0.01660395,0
-0.44926286,0.01863885,0
-0.4461907,0.0203259,0
-0.442648,0.02577472,0
-0.43839675,0.02816093,0
-0.4337566,0.03068185,0
-0.4285621,0.03603292,0
-0.42271674,0.03753352,0
-0.4163744,0.04385257,0
-0.40928757,0.04517293,0
-0.40179926,0.05005908,0
-0.39353228,0.05488896,0
-0.38462657,0.05720377,0
-0.3751365,0.06353116,0
-0.3646562,0.06944323,0
-0.3533401,0.07329082,0
-0.34144545,0.076442,0
-0.32906288,0.07929003,0
-0.3160804,0.08484042,0
-0.30225408,0.08956265,0
-0.28765517,0.09460521,0
-0.27211058,0.10224974,0
-0.25553674,0.10626161,0
-0.23834532,0.10981512,0
-0.22060388,0.11302197,0
-0.20207286,0.12141383,0
-0.18237412,0.12652206,0
-0.16193098,0.13026547,0
-0.1407057,0.13744283,0
-0.11847001,0.14203334,0
-0.09551489,0.14634204,0
-0.07186198,0.15080833,0
-0.04733223,0.15831614,0
-0.4164945,-0.04364949,0
-0.4230113,-0.03489143,0
-0.4281084,-0.02578688,0
-0.43166834,-0.01517522,0
-0.43367094,-0.00719965,0
-0.43423885,0.00375152,0
-0.43314332,0.01303852,0
-0.43065375,0.02060187,0
-0.4270001,0.02730262,0
-0.4222436,0.03457952,0
-0.41634977,0.04135025,0
-0.40936518,0.04825985,0
-0.4011764,0.05701995,0
-0.39140266,0.06921756,0
-0.37978327,0.07942891,0
-0.3665592,0.08909392,0
-0.35166144,0.10114467,0
-0.33499122,0.11027646,0
-0.31678194,0.12087226,0
-0.29693228,0.13043654,0
-0.27552193,0.14057136,0
-0.25245875,0.1512909,0
-0.22766542,0.16229391,0
-0.20124948,0.17071116,0
-0.17340177,0.180722,0
-0.14402616,0.18934822,0
-0.11326623,0.198053,0
-0.08089876,0.21078384,0
-0.04670054,0.21964991,0
-0.0110777,0.22862685,0
0.02603543,0.23861921,0
0.06497157,0.2528131,0
0.10591745,0.26211047,0
0.14838135,0.2719761,0
