StateID,ActID,RewardID,NextStateID,Done,CostID,StateIdMod,ActIdMod,RewardIdMod,NextStateIdMod,CostIdMod
"[57, 38]",[139],[105],"[57, 38]",[False],[0],"[0.009583429999999999, 0.008021129999999984]",[0.005274110000000094],[0.0010385513305664288],"[0.008873060000000038, 0.00063932999999999]",[0.0]
"[57, 38]",[130],[106],"[57, 37]",[False],[0],"[0.008873060000000038, 0.00063932999999999]",[0.009283550000000158],[0.0015026473999022773],"[0.007096299999999995, 0.0054072300000000285]",[0.0]
"[57, 37]",[129],[107],"[57, 37]",[False],[0],"[0.007096299999999995, 0.0054072300000000285]",[0.0017969600000000783],[0.0010925102233885608],"[0.004505770000000015, 0.0006122800000000084]",[0.0]
"[57, 37]",[108],[107],"[57, 37]",[False],[0],"[0.004505770000000015, 0.0006122800000000084]",[0.004645700000000023],[0.00032480239868152953],"[0.0014241500000000077, 0.0009961300000000273]",[0.0]
"[57, 37]",[120],[107],"[56, 36]",[False],[0],"[0.0014241500000000077, 0.0009961300000000273]",[0.00014067000000010654],[0.005331878662109308],"[0.00825002000000001, 0.008492619999999985]",[0.0]
"[56, 36]",[114],[107],"[56, 36]",[False],[0],"[0.00825002000000001, 0.008492619999999985]",[0.007366740000000028],[0.007700233459472501],"[0.0047457000000000055, 0.007308450000000001]",[0.0]
"[56, 36]",[89],[106],"[56, 37]",[False],[0],"[0.0047457000000000055, 0.007308450000000001]",[0.008129280000000011],[0.00760663986206048],"[0.0013842799999999461, 0.002355240000000024]",[0.0]
"[56, 37]",[102],[106],"[55, 37]",[False],[0],"[0.0013842799999999461, 0.002355240000000024]",[0.005001930000000151],[0.0038567924499511054],"[0.008661129999999939, 0.004230219999999995]",[0.0]
"[55, 37]",[85],[105],"[55, 38]",[False],[0],"[0.008661129999999939, 0.004230219999999995]",[0.0077078000000000025],[0.0017421722412107824],"[0.0064609400000000036, 0.00028748000000000315]",[0.0]
"[55, 38]",[104],[104],"[55, 38]",[False],[0],"[0.0064609400000000036, 0.00028748000000000315]",[0.0023394400000000953],[0.008859119415283181],"[0.004983820000000005, 0.0017289599999999981]",[0.0]
"[55, 38]",[91],[103],"[55, 38]",[False],[0],"[0.004983820000000005, 0.0017289599999999981]",[0.0016316700000000971],[0.009440727233886564],"[0.003911650000000077, 0.006438209999999996]",[0.0]
"[55, 38]",[91],[102],"[55, 39]",[False],[0],"[0.003911650000000077, 0.006438209999999996]",[0.00030604000000001956],[0.009955959320068205],"[0.003594670000000055, 0.0011805300000000182]",[0.0]
"[55, 39]",[88],[101],"[55, 39]",[False],[0],"[0.003594670000000055, 0.0011805300000000182]",[0.0033380600000000177],[0.009122886657714867],"[0.004072520000000057, 0.006597159999999996]",[0.0]
"[55, 39]",[102],[101],"[55, 39]",[False],[0],"[0.004072520000000057, 0.006597159999999996]",[0.009297320000000161],[0.005587806701660135],"[0.005222300000000046, 0.008364680000000018]",[0.0]
"[55, 39]",[102],[101],"[55, 40]",[False],[0],"[0.005222300000000046, 0.008364680000000018]",[0.008058859999999998],[0.001990737915038997],"[0.0066565599999999555, 0.00016318999999999362]",[0.0]
"[55, 40]",[108],[101],"[55, 40]",[False],[0],"[0.0066565599999999555, 0.00016318999999999362]",[0.0019936899999999855],[0.0010903739929197676],"[0.008306659999999943, 0.0006133199999999867]",[0.0]
"[55, 40]",[99],[100],"[56, 40]",[False],[0],"[0.008306659999999943, 0.0006133199999999867]",[0.006508880000000021],[0.005915832519531185],"[0.00014284000000001906, 0.0032006399999999907]",[0.0]
"[56, 40]",[111],[100],"[56, 40]",[False],[0],"[0.00014284000000001906, 0.0032006399999999907]",[0.008370080000000021],[0.006834316253662133],"[0.002230430000000047, 0.00274133]",[0.0]
"[56, 40]",[112],[100],"[56, 40]",[False],[0],"[0.002230430000000047, 0.00274133]",[0.008383770000000096],[0.00825357437133787],"[0.004231179999999932, 0.0020317899999999917]",[0.0]
"[56, 40]",[107],[100],"[56, 40]",[False],[0],"[0.004231179999999932, 0.0020317899999999917]",[0.007138030000000168],[0.007110404968261742],"[0.006186749999999949, 0.002603399999999992]",[0.0]
"[56, 40]",[101],[100],"[56, 40]",[False],[0],"[0.006186749999999949, 0.002603399999999992]",[0.004030050000000106],[0.0028119087219238073],"[0.00831797000000005, 0.004752629999999994]",[0.0]
"[56, 40]",[117],[100],"[57, 40]",[False],[0],"[0.00831797000000005, 0.004752629999999994]",[0.009205440000000025],[0.006772232055663997],"[0.0005727600000000003, 0.002772440000000001]",[0.0]
"[57, 40]",[103],[100],"[57, 40]",[False],[0],"[0.0005727600000000003, 0.002772440000000001]",[0.006789860000000042],[0.0036116600036619553],"[0.0027005800000000028, 0.0043526800000000115]",[0.0]
"[57, 40]",[122],[100],"[57, 40]",[False],[0],"[0.0027005800000000028, 0.0043526800000000115]",[0.004445760000000024],[0.009834003448486263],"[0.004831100000000027, 0.0012415599999999888]",[0.0]
"[57, 40]",[105],[100],"[57, 40]",[False],[0],"[0.004831100000000027, 0.0012415599999999888]",[0.0012494600000001691],[0.007396507263183617],"[0.006694800000000051, 0.002460350000000014]",[0.0]
"[57, 40]",[109],[100],"[57, 40]",[False],[0],"[0.006694800000000051, 0.002460350000000014]",[0.005355020000000156],[0.007164192199706966],"[0.008694599999999936, 0.0025764600000000165]",[0.0]
"[57, 40]",[123],[101],"[58, 39]",[False],[0],"[0.008694599999999936, 0.0025764600000000165]",[0.003962600000000106],[0.0038623237609862627],"[0.0005282799999999956, 0.009227400000000002]",[0.0]
"[46, 30]",[25],[110],"[45, 32]",[False],[0],"[0.006643120000000013, 0.00882753000000001]",[0.0041364700000000535],[0.007706832885742209],"[0.0047833400000000265, 0.009974130000000025]",[0.0]
"[45, 32]",[17],[106],"[44, 35]",[False],[0],"[0.0047833400000000265, 0.009974130000000025]",[0.007436320000000088],[0.001578655242919811],"[0.006409370000000018, 0.00303826999999998]",[0.0]
"[44, 35]",[23],[101],"[44, 37]",[False],[0],"[0.006409370000000018, 0.00303826999999998]",[0.0031291600000000527],[0.008235111236572156],"[0.001651249999999986, 0.004710040000000014]",[0.0]
"[44, 37]",[27],[97],"[44, 39]",[False],[0],"[0.001651249999999986, 0.004710040000000014]",[0.006377190000000045],[0.007053928375244276],"[0.00030305000000001997, 0.0053005199999999805]",[0.0]
"[44, 39]",[35],[93],"[44, 41]",[False],[0],"[0.00030305000000001997, 0.0053005199999999805]",[0.003755740000000089],[0.00974170684814449],"[0.0021461000000000327, 0.003956660000000023]",[0.0]
"[44, 41]",[23],[89],"[44, 43]",[False],[0],"[0.0021461000000000327, 0.003956660000000023]",[0.0002722300000000729],[0.006255397796630863],"[0.007138799999999994, 0.005699830000000001]",[0.0]
"[44, 43]",[45],[86],"[45, 45]",[False],[0],"[0.007138799999999994, 0.005699830000000001]",[0.009484830000000057],[0.004229583740234379],"[0.005304770000000016, 0.0017127399999999921]",[0.0]
"[45, 45]",[49],[83],"[46, 46]",[False],[0],"[0.005304770000000016, 0.0017127399999999921]",[0.0024149000000000895],[0.0038503837585450156],"[0.005988959999999998, 0.006902389999999991]",[0.0]
"[46, 46]",[59],[80],"[47, 47]",[False],[0],"[0.005988959999999998, 0.006902389999999991]",[0.008201780000000115],[0.00876045227050784],"[0.0089624, 0.009447260000000032]",[0.0]
"[47, 47]",[92],[79],"[49, 48]",[False],[0],"[0.0089624, 0.009447260000000032]",[3.537000000011087e-05],[0.009762153625488287],"[0.003513899999999995, 0.003946460000000013]",[0.0]
"[49, 48]",[97],[79],"[50, 48]",[False],[0],"[0.003513899999999995, 0.003946460000000013]",[0.0038647100000000576],[0.0034554100036621373],"[0.00871350000000003, 0.007099779999999972]",[0.0]
"[50, 48]",[114],[79],"[52, 48]",[False],[0],"[0.00871350000000003, 0.007099779999999972]",[0.004196740000000133],[0.0056652641296387665],"[0.0041905700000000115, 0.005994829999999979]",[0.0]
"[52, 48]",[136],[80],"[53, 47]",[False],[0],"[0.0041905700000000115, 0.005994829999999979]",[0.0032582200000000477],[0.008828163146972684],"[0.009198779999999978, 0.00941339999999998]",[0.0]
"[53, 47]",[141],[82],"[55, 47]",[False],[0],"[0.009198779999999978, 0.00941339999999998]",[0.0004972799999999351],[0.004353027343750027],"[0.0030908999999999295, 0.001650969999999993]",[0.0]
"[55, 47]",[135],[83],"[56, 46]",[False],[0],"[0.0030908999999999295, 0.001650969999999993]",[0.0012250599999999497],[0.006914253234863331],"[0.005820060000000057, 0.005370429999999992]",[0.0]
"[56, 46]",[146],[85],"[57, 45]",[False],[0],"[0.005820060000000057, 0.005370429999999992]",[0.0037754400000000084],[0.005103111267089915],"[0.007394329999999944, 0.006275949999999976]",[0.0]
"[57, 45]",[162],[88],"[58, 44]",[False],[0],"[0.007394329999999944, 0.006275949999999976]",[0.008057910000000074],[0.0015059661865235302],"[0.007294360000000003, 0.003074599999999976]",[0.0]
"[58, 44]",[157],[90],"[59, 43]",[False],[0],"[0.007294360000000003, 0.003074599999999976]",[0.009427990000000082],[0.005477333068847793],"[0.005147100000000028, 0.0010888200000000302]",[0.0]
"[59, 43]",[168],[93],"[60, 41]",[False],[0],"[0.005147100000000028, 0.0010888200000000302]",[0.005458550000000076],[0.004750270843505907],"[0.0009407300000000215, 0.006452299999999989]",[0.0]
"[60, 41]",[167],[96],"[60, 40]",[False],[0],"[0.0009407300000000215, 0.006452299999999989]",[0.0006025399999999344],[0.003280391693115281],"[0.0044122800000000115, 0.002187239999999993]",[0.0]
"[60, 40]",[154],[98],"[60, 39]",[False],[0],"[0.0044122800000000115, 0.002187239999999993]",[0.0014419100000000497],[0.005352516174316497],"[0.005773600000000011, 0.0011513200000000164]",[0.0]
"[60, 39]",[160],[101],"[60, 37]",[False],[0],"[0.005773600000000011, 0.0011513200000000164]",[0.003831330000000188],[0.0005441093444824453],"[0.005286100000000037, 0.00855555000000001]",[0.0]
"[60, 37]",[152],[103],"[60, 36]",[False],[0],"[0.005286100000000037, 0.00855555000000001]",[0.00012005999999996353],[0.001550121307372981],"[0.0028948000000000515, 0.008052499999999997]",[0.0]
"[60, 36]",[135],[104],"[59, 36]",[False],[0],"[0.0028948000000000515, 0.008052499999999997]",[0.0025669500000001285],[0.004178390502929577],"[0.009046500000000025, 0.001738339999999984]",[0.0]
"[59, 36]",[128],[105],"[59, 35]",[False],[0],"[0.009046500000000025, 0.001738339999999984]",[0.004745710000000125],[0.0034156799316405143],"[0.004278239999999945, 0.007119689999999982]",[0.0]
"[59, 35]",[113],[105],"[58, 35]",[False],[0],"[0.004278239999999945, 0.007119689999999982]",[0.003948310000000047],[0.005113124847412132],"[0.008972119999999976, 0.006270919999999984]",[0.0]
"[58, 35]",[115],[105],"[58, 35]",[False],[0],"[0.008972119999999976, 0.006270919999999984]",[0.0037868600000000568],[0.007802486419677757],"[0.003503800000000005, 0.004926359999999989]",[0.0]
"[58, 35]",[116],[106],"[57, 35]",[False],[0],"[0.003503800000000005, 0.004926359999999989]",[0.009398609999999981],[0.0012724304199218973],"[0.007799460000000031, 0.0031913300000000182]",[0.0]
"[57, 35]",[109],[106],"[57, 35]",[False],[0],"[0.007799460000000031, 0.0031913300000000182]",[0.004188719999999981],[0.0009818458557127353],"[0.0019178000000000198, 0.0033365899999999987]",[0.0]
"[57, 35]",[99],[105],"[56, 35]",[False],[0],"[0.0019178000000000198, 0.0033365899999999987]",[0.002249170000000104],[0.0055943489074705924],"[0.006195270000000017, 0.006030420000000007]",[0.0]
"[56, 35]",[105],[105],"[56, 35]",[False],[0],"[0.006195270000000017, 0.006030420000000007]",[0.0014699499999999647],[0.0031678199768066188],"[0.0008249000000000589, 0.007243670000000006]",[0.0]
"[56, 35]",[85],[104],"[55, 36]",[False],[0],"[0.0008249000000000589, 0.007243670000000006]",[0.008256960000000051],[0.0010806655883788402],"[0.0059062000000000055, 0.0032872200000000143]",[0.0]
"[55, 36]",[96],[103],"[55, 36]",[False],[0],"[0.0059062000000000055, 0.0032872200000000143]",[0.009129580000000137],[0.0045371246337890855],"[0.0018066500000000537, 0.006558980000000027]",[0.0]
"[55, 36]",[85],[102],"[54, 37]",[False],[0],"[0.0018066500000000537, 0.006558980000000027]",[0.005167750000000098],[0.0022954750061034944],"[0.008382479999999994, 0.0026797199999999844]",[0.0]
"[54, 37]",[89],[101],"[54, 37]",[False],[0],"[0.008382479999999994, 0.0026797199999999844]",[0.0010214800000000138],[0.0018466377258299239],"[0.005889880000000038, 0.00790424999999999]",[0.0]
"[54, 37]",[88],[100],"[54, 38]",[False],[0],"[0.005889880000000038, 0.00790424999999999]",[0.006776730000000106],[0.001185417175292948],"[0.00423890000000007, 0.003234810000000029]",[0.0]
"[54, 38]",[92],[99],"[54, 38]",[False],[0],"[0.00423890000000007, 0.003234810000000029]",[0.0038523300000000912],[0.0023780441284181036],"[0.003391370000000029, 0.0076385199999999785]",[0.0]
"[54, 38]",[93],[98],"[54, 39]",[False],[0],"[0.003391370000000029, 0.0076385199999999785]",[0.0058073100000000395],[0.004168434143066408],"[0.0032323999999999374, 0.0017433199999999979]",[0.0]
"[54, 39]",[79],[96],"[54, 39]",[False],[0],"[0.0032323999999999374, 0.0017433199999999979]",[0.008623220000000062],[0.009099617004394489],"[0.003913199999999974, 0.009277700000000005]",[0.0]
"[54, 39]",[99],[96],"[54, 40]",[False],[0],"[0.003913199999999974, 0.009277700000000005]",[0.0073450000000001275],[0.003966846466064544],"[0.0055345200000000115, 0.0018441599999999975]",[0.0]
"[54, 40]",[87],[95],"[54, 40]",[False],[0],"[0.0055345200000000115, 0.0018441599999999975]",[0.004461010000000076],[0.002689838409423875],"[0.007730229999999973, 0.007482520000000006]",[0.0]
"[54, 40]",[105],[95],"[55, 40]",[False],[0],"[0.007730229999999973, 0.007482520000000006]",[0.002769849999999985],[0.0003283500671387631],"[0.0005904200000000134, 0.008663290000000004]",[0.0]
"[55, 40]",[101],[94],"[55, 41]",[False],[0],"[0.0005904200000000134, 0.008663290000000004]",[0.0030757400000000924],[0.005982170104980516],"[0.003692480000000031, 0.0008364700000000006]",[0.0]
"[55, 41]",[108],[94],"[55, 41]",[False],[0],"[0.003692480000000031, 0.0008364700000000006]",[0.009610960000000106],[0.005462703704834076],"[0.0070401799999999844, 0.001096110000000006]",[0.0]
"[55, 41]",[123],[95],"[56, 40]",[False],[0],"[0.0070401799999999844, 0.001096110000000006]",[0.0077086200000000115],[0.002348136901855471],"[0.00023195000000002242, 0.007653470000000009]",[0.0]
"[56, 40]",[109],[95],"[56, 40]",[False],[0],"[0.00023195000000002242, 0.007653470000000009]",[0.009119139999999972],[0.002304077148437547],"[0.003057679999999993, 0.007675520000000005]",[0.0]
"[56, 40]",[113],[95],"[56, 40]",[False],[0],"[0.003057679999999993, 0.007675520000000005]",[0.005041770000000148],[0.004056167602539065],"[0.005839080000000038, 0.0067994499999999986]",[0.0]
"[56, 40]",[132],[96],"[56, 40]",[False],[0],"[0.005839080000000038, 0.0067994499999999986]",[0.0025386899999999893],[0.005183067321777479],"[0.008230239999999986, 0.0012359499999999995]",[0.0]
"[56, 40]",[124],[97],"[56, 39]",[False],[0],"[0.008230239999999986, 0.0012359499999999995]",[0.004724209999999972],[0.002419357299804645],"[0.009835030000000008, 0.007617829999999997]",[0.0]
"[56, 39]",[125],[98],"[57, 39]",[False],[0],"[0.009835030000000008, 0.007617829999999997]",[0.009694150000000042],[0.000403995513915973],"[0.0008409800000000415, 0.0036255100000000037]",[0.0]
"[57, 39]",[131],[99],"[57, 38]",[False],[0],"[0.0008409800000000415, 0.0036255100000000037]",[0.006607650000000102],[0.001234397888183551],"[0.001132200000000078, 0.008210309999999995]",[0.0]
"[50, 30]",[47],[111],"[49, 31]",[False],[0],"[0.00785484000000002, 0.004189340000000024]",[0.007052880000000114],[0.00885261535644529],"[0.004955740000000023, 0.009763020000000002]",[0.0]
"[49, 31]",[25],[107],"[48, 34]",[False],[0],"[0.004955740000000023, 0.009763020000000002]",[0.00994253000000011],[0.006849746704101585],"[0.004837900000000034, 0.0007644800000000292]",[0.0]
"[48, 34]",[26],[103],"[47, 36]",[False],[0],"[0.004837900000000034, 0.0007644800000000292]",[0.008442870000000106],[0.005271930694580101],"[0.008068970000000028, 0.0015534399999999962]",[0.0]
"[47, 36]",[42],[100],"[47, 37]",[False],[0],"[0.008068970000000028, 0.0015534399999999962]",[0.003818570000000108],[0.0014628410339354372],"[0.004419080000000039, 0.00845798000000002]",[0.0]
"[47, 37]",[36],[96],"[47, 39]",[False],[0],"[0.004419080000000039, 0.00845798000000002]",[0.009244750000000114],[0.004925098419189589],"[0.003546700000000033, 0.006726860000000006]",[0.0]
"[47, 39]",[57],[93],"[47, 40]",[False],[0],"[0.003546700000000033, 0.006726860000000006]",[0.0019341800000000579],[0.008521766662597659],"[0.005327099999999993, 0.009928459999999986]",[0.0]
"[47, 40]",[54],[91],"[47, 42]",[False],[0],"[0.005327099999999993, 0.009928459999999986]",[0.004654210000000127],[0.0007544898986817771],"[0.009256119999999998, 0.003812170000000035]",[0.0]
"[47, 42]",[65],[88],"[48, 43]",[False],[0],"[0.009256119999999998, 0.003812170000000035]",[0.004114810000000033],[0.008460254669189524],"[0.005260569999999992, 0.004959309999999979]",[0.0]
"[48, 43]",[70],[86],"[49, 44]",[False],[0],"[0.005260569999999992, 0.004959309999999979]",[0.0015589800000001507],[0.008538188934326198],"[0.002985329999999989, 0.004920320000000027]",[0.0]
"[49, 44]",[88],[85],"[50, 45]",[False],[0],"[0.002985329999999989, 0.004920320000000027]",[0.006215550000000056],[0.007848930358886745],"[0.002057579999999993, 0.0002648299999999954]",[0.0]
"[50, 45]",[88],[84],"[51, 45]",[False],[0],"[0.002057579999999993, 0.0002648299999999954]",[0.00471319000000002],[0.007084617614746165],"[0.0019869999999999593, 0.00564701000000001]",[0.0]
"[51, 45]",[88],[83],"[52, 46]",[False],[0],"[0.0019869999999999593, 0.00564701000000001]",[0.008346230000000107],[0.006501979827880864],"[0.0027727499999999974, 0.0009383499999999871]",[0.0]
"[52, 46]",[121],[84],"[53, 45]",[False],[0],"[0.0027727499999999974, 0.0009383499999999871]",[0.0022110999999999607],[0.002112445831298833],"[0.003973299999999973, 0.008133119999999995]",[0.0]
"[53, 45]",[128],[85],"[54, 45]",[False],[0],"[0.003973299999999973, 0.008133119999999995]",[0.006171029999999966],[0.001421070098877002],"[0.004626319999999986, 0.00347882999999999]",[0.0]
"[54, 45]",[132],[86],"[55, 44]",[False],[0],"[0.004626319999999986, 0.00347882999999999]",[0.001019510000000147],[0.00247205734252939],"[0.004488330000000073, 0.007953360000000013]",[0.0]
"[55, 44]",[121],[86],"[56, 44]",[False],[0],"[0.004488330000000073, 0.007953360000000013]",[0.006919889999999979],[0.008317985534667973],"[0.003604919999999942, 0.00503035000000001]",[0.0]
"[56, 44]",[143],[88],"[57, 43]",[False],[0],"[0.003604919999999942, 0.00503035000000001]",[0.0056833300000000055],[0.0051021766662597695],"[0.0019621999999999643, 0.006638249999999997]",[0.0]
"[57, 43]",[134],[89],"[57, 43]",[False],[0],"[0.0019621999999999643, 0.006638249999999997]",[0.007433239999999949],[0.007473812103271577],"[0.009094369999999958, 0.00045248000000001724]",[0.0]
"[57, 43]",[147],[91],"[58, 42]",[False],[0],"[0.009094369999999958, 0.00045248000000001724]",[0.001555010000000077],[0.006051578521728563],"[0.005071400000000007, 0.0011635700000000339]",[0.0]
"[58, 42]",[137],[92],"[58, 41]",[False],[0],"[0.005071400000000007, 0.0011635700000000339]",[0.008303430000000079],[0.009966735839843886],"[0.00968653999999997, 0.004205919999999997]",[0.0]
"[58, 41]",[146],[94],"[59, 40]",[False],[0],"[0.00968653999999997, 0.004205919999999997]",[0.00048799999999997803],[0.00799118041992201],"[0.003078760000000026, 0.005193699999999982]",[0.0]
"[59, 40]",[149],[96],"[59, 39]",[False],[0],"[0.003078760000000026, 0.005193699999999982]",[0.00206893000000004],[0.007594623565673919],"[0.00498706, 0.005392070000000032]",[0.0]
"[59, 39]",[133],[97],"[59, 38]",[False],[0],"[0.00498706, 0.005392070000000032]",[0.004185510000000158],[0.009303932189941364],"[0.005537500000000041, 0.009537469999999989]",[0.0]
"[59, 38]",[132],[99],"[59, 38]",[False],[0],"[0.005537500000000041, 0.009537469999999989]",[0.007654859999999965],[0.0006866073608398898],"[0.005159970000000081, 0.003846059999999981]",[0.0]
"[59, 38]",[131],[100],"[59, 37]",[False],[0],"[0.005159970000000081, 0.003846059999999981]",[0.0018547799999999708],[0.0012793540954589636],"[0.0038928999999999336, 0.008549710000000032]",[0.0]
"[59, 37]",[133],[101],"[59, 37]",[False],[0],"[0.0038928999999999336, 0.008549710000000032]",[0.0025316399999999895],[0.0029059791564940308],"[0.00175076000000003, 0.0027364100000000103]",[0.0]
"[59, 37]",[116],[101],"[58, 37]",[False],[0],"[0.00175076000000003, 0.0027364100000000103]",[0.003741870000000154],[0.006093063354492211],"[0.00890357000000003, 0.0011428199999999767]",[0.0]
"[58, 37]",[127],[102],"[58, 36]",[False],[0],"[0.00890357000000003, 0.0011428199999999767]",[0.00520025000000012],[0.00485303878784182],"[0.0056528499999999905, 0.006762890000000001]",[0.0]
"[58, 36]",[108],[102],"[58, 36]",[False],[0],"[0.0056528499999999905, 0.006762890000000001]",[0.0012853200000000828],[0.00391729354858383],"[0.0019598700000000337, 0.007230729999999998]",[0.0]
"[58, 36]",[107],[102],"[57, 36]",[False],[0],"[0.0019598700000000337, 0.007230729999999998]",[0.008666679999999967],[0.0028507041931151687],"[0.008345260000000071, 0.0077640100000000226]",[0.0]
"[57, 36]",[107],[102],"[57, 36]",[False],[0],"[0.008345260000000071, 0.0077640100000000226]",[0.001761700000000128],[0.0014386940002439862],"[0.004825130000000006, 0.008470029999999996]",[0.0]
"[57, 36]",[117],[102],"[57, 36]",[False],[0],"[0.004825130000000006, 0.008470029999999996]",[0.0023373500000000314],[0.005055599212646419],"[0.0012839000000000548, 0.00666155999999999]",[0.0]
"[57, 36]",[99],[101],"[56, 36]",[False],[0],"[0.0012839000000000548, 0.00666155999999999]",[0.0012684800000000978],[0.009618988037109354],"[0.007694699999999985, 0.009379830000000013]",[0.0]
"[56, 36]",[92],[101],"[56, 37]",[False],[0],"[0.007694699999999985, 0.009379830000000013]",[0.0006071600000000718],[0.0006493949890136064],"[0.004634639999999954, 0.0038646700000000023]",[0.0]
"[56, 37]",[100],[100],"[56, 37]",[False],[0],"[0.004634639999999954, 0.0038646700000000023]",[0.006829300000000128],[0.005990886688232312],"[0.002177200000000032, 0.0061939499999999915]",[0.0]
"[56, 37]",[106],[100],"[56, 37]",[False],[0],"[0.002177200000000032, 0.0061939499999999915]",[0.0008996200000000211],[0.0040358543395995],"[2.0350000000043944e-05, 0.007171470000000001]",[0.0]
"[56, 37]",[95],[99],"[55, 38]",[False],[0],"[2.0350000000043944e-05, 0.007171470000000001]",[0.0006408200000000332],[0.0065679168701172335],"[0.008166939999999989, 0.0009053999999999972]",[0.0]
"[55, 38]",[89],[98],"[55, 38]",[False],[0],"[0.008166939999999989, 0.0009053999999999972]",[0.0007083400000000798],[0.0061032485961914525],"[0.006990899999999944, 0.006137739999999999]",[0.0]
"[55, 38]",[91],[97],"[55, 39]",[False],[0],"[0.006990899999999944, 0.006137739999999999]",[0.006459660000000101],[0.006926231384277346],"[0.006617640000000013, 0.0007262200000000048]",[0.0]
"[55, 39]",[89],[96],"[55, 39]",[False],[0],"[0.006617640000000013, 0.0007262200000000048]",[0.00024439000000008905],[0.006438484191894578],"[0.007013540000000018, 0.005970120000000028]",[0.0]
"[55, 39]",[91],[95],"[55, 40]",[False],[0],"[0.007013540000000018, 0.005970120000000028]",[0.006849050000000035],[0.007280921936035292],"[0.00821296000000008, 0.000548830000000014]",[0.0]
"[55, 40]",[94],[94],"[56, 40]",[False],[0],"[0.00821296000000008, 0.000548830000000014]",[0.005945090000000135],[0.009578189849853518],"[0.00010617999999999739, 0.004400240000000014]",[0.0]
"[56, 40]",[109],[94],"[56, 40]",[False],[0],"[0.00010617999999999739, 0.004400240000000014]",[0.0010118800000001333],[0.009128818511962938],"[0.002422179999999982, 0.00462495000000003]",[0.0]
"[56, 40]",[106],[94],"[56, 40]",[False],[0],"[0.002422179999999982, 0.00462495000000003]",[0.005708529999999965],[0.00741420745849623],"[0.004807920000000007, 0.005482190000000012]",[0.0]
"[56, 40]",[122],[95],"[56, 40]",[False],[0],"[0.004807920000000007, 0.005482190000000012]",[0.002997660000000072],[0.00356407165527344],"[0.007121050000000004, 0.002407300000000015]",[0.0]
"[56, 40]",[106],[95],"[56, 40]",[False],[0],"[0.007121050000000004, 0.002407300000000015]",[0.0029574599999999986],[0.001711940765380995],"[0.009155660000000052, 0.003333439999999979]",[0.0]
"[56, 40]",[107],[95],"[57, 40]",[False],[0],"[0.009155660000000052, 0.003333439999999979]",[0.008566920000000073],[0.0006402969360351143],"[0.0013175200000000113, 0.0038691699999999912]",[0.0]
"[57, 40]",[107],[94],"[57, 40]",[False],[0],"[0.0013175200000000113, 0.0038691699999999912]",[0.005958190000000125],[0.009438190460205036],"[0.003568669999999991, 0.004470340000000031]",[0.0]
"[57, 40]",[124],[95],"[57, 40]",[False],[0],"[0.003568669999999991, 0.004470340000000031]",[0.0027277199999999543],[0.006574630737304734],"[0.005693570000000087, 0.0009020500000000015]",[0.0]
"[57, 40]",[130],[96],"[57, 39]",[False],[0],"[0.005693570000000087, 0.0009020500000000015]",[0.007883670000000027],[0.006968822479248182],"[0.0071608000000000175, 0.005705000000000021]",[0.0]
"[57, 39]",[114],[96],"[57, 39]",[False],[0],"[0.0071608000000000175, 0.005705000000000021]",[0.005650660000000019],[0.009251346588134812],"[0.008012669999999994, 0.004563690000000014]",[0.0]
"[53, 32]",[56],[112],"[52, 34]",[False],[0],"[0.008744120000000037, 0.008748960000000028]",[0.007066000000000058],[0.0033532905578613492],"[0.009654529999999946, 0.00207226000000001]",[0.0]
"[52, 34]",[46],[109],"[52, 35]",[False],[0],"[0.009654529999999946, 0.00207226000000001]",[0.007946990000000053],[0.0017506217956542742],"[0.002828779999999982, 0.007873570000000022]",[0.0]
"[52, 35]",[60],[106],"[51, 37]",[False],[0],"[0.002828779999999982, 0.007873570000000022]",[0.0036222600000000646],[0.006931724548339822],"[0.00835040000000009, 0.0002829599999999866]",[0.0]
"[51, 37]",[68],[104],"[51, 38]",[False],[0],"[0.00835040000000009, 0.0002829599999999866]",[0.0031568600000000738],[0.0060896492004394315],"[0.0057514499999999896, 0.0007040600000000029]",[0.0]
"[51, 38]",[69],[102],"[51, 39]",[False],[0],"[0.0057514499999999896, 0.0007040600000000029]",[0.009684090000000077],[0.0060738372802733274],"[0.004797830000000001, 0.0007120400000000301]",[0.0]
"[51, 39]",[61],[100],"[51, 40]",[False],[0],"[0.004797830000000001, 0.0007120400000000301]",[0.005663470000000089],[0.0018569946289061848],"[0.0055575500000000205, 0.002820480000000028]",[0.0]
"[51, 40]",[61],[97],"[51, 41]",[False],[0],"[0.0055575500000000205, 0.002820480000000028]",[0.007759620000000052],[0.007744960784912111],"[0.008251859999999998, 0.004876359999999991]",[0.0]
"[51, 41]",[70],[95],"[52, 42]",[False],[0],"[0.008251859999999998, 0.004876359999999991]",[0.006678180000000141],[0.008078861236572357],"[0.002756479999999957, 0.004709450000000035]",[0.0]
"[52, 42]",[100],[95],"[52, 42]",[False],[0],"[0.002756479999999957, 0.004709450000000035]",[0.003988650000000128],[0.0032783508300782607],"[0.008437999999999952, 0.007109730000000012]",[0.0]
"[52, 42]",[107],[95],"[53, 42]",[False],[0],"[0.008437999999999952, 0.007109730000000012]",[0.005671200000000138],[0.0020618438720703593],"[0.004407999999999983, 0.00771794000000001]",[0.0]
