State_Center,Act_Center,Reward_Center,NextState_Center,Done,Cost_Center,Weight,Probability
"[0.05500000000000004, 0.365]",[-0.5150000000000001],[0.375],"[0.10499999999999998, 0.375]",False,[50.0],1,1.0
"[0.10499999999999998, 0.375]",[-0.45500000000000007],[0.365],"[0.16500000000000004, 0.385]",False,[50.0],3,1.0
"[0.16500000000000004, 0.385]",[-0.21500000000000008],[0.345],"[0.2350000000000001, 0.395]",False,[50.0],1,0.3333333333333333
"[0.2350000000000001, 0.395]",[0.01500000000000001],[0.345],"[0.29499999999999993, 0.395]",False,[50.0],1,1.0
"[0.29499999999999993, 0.395]",[0.1349999999999999],[0.345],"[0.355, 0.385]",False,[50.0],1,0.5
"[0.355, 0.385]",[0.475],[0.375],"[0.41500000000000004, 0.375]",False,[50.0],1,1.0
"[0.41500000000000004, 0.375]",[0.6449999999999999],[0.405],"[0.4750000000000001, 0.355]",False,[50.0],1,1.0
"[0.4750000000000001, 0.355]",[0.6649999999999999],[0.43500000000000005],"[0.5349999999999999, 0.345]",False,[50.0],1,1.0
"[0.5349999999999999, 0.345]",[0.755],[0.475],"[0.585, 0.32499999999999996]",False,[50.0],1,0.5
"[0.585, 0.32499999999999996]",[0.9150000000000001],[0.525],"[0.635, 0.30500000000000005]",False,[50.0],1,1.0
"[0.635, 0.30500000000000005]",[0.785],[0.555],"[0.685, 0.28500000000000003]",False,[50.0],1,1.0
"[0.685, 0.28500000000000003]",[0.985],[0.605],"[0.7250000000000001, 0.255]",False,[50.0],1,1.0
"[0.7250000000000001, 0.255]",[0.945],[0.655],"[0.7650000000000001, 0.235]",False,[50.0],1,1.0
"[0.7650000000000001, 0.235]",[0.9249999999999999],[0.705],"[0.8049999999999999, 0.20499999999999996]",False,[50.0],1,1.0
"[0.8049999999999999, 0.20499999999999996]",[1.045],[0.755],"[0.835, 0.18500000000000005]",False,[50.0],1,1.0
"[0.835, 0.18500000000000005]",[0.985],[0.805],"[0.865, 0.16500000000000004]",False,[50.0],1,1.0
"[0.865, 0.16500000000000004]",[0.8649999999999999],[0.845],"[0.885, 0.135]",False,[50.0],1,1.0
"[0.885, 0.135]",[0.8649999999999999],[0.885],"[0.915, 0.11499999999999999]",False,[50.0],1,1.0
"[0.915, 0.11499999999999999]",[0.8849999999999999],[0.935],"[0.925, 0.09499999999999997]",False,[50.0],1,1.0
"[0.925, 0.09499999999999997]",[1.0749999999999997],[0.985],"[0.9450000000000001, 0.065]",False,[50.0],1,1.0
"[0.9450000000000001, 0.065]",[0.9049999999999999],[1.025],"[0.9550000000000001, 0.04499999999999998]",False,[50.0],1,1.0
"[0.9550000000000001, 0.04499999999999998]",[0.8949999999999999],[1.075],"[0.9550000000000001, 0.02500000000000002]",False,[50.0],1,1.0
"[0.9550000000000001, 0.02500000000000002]",[0.8749999999999999],[1.115],"[0.9650000000000001, 0.005]",False,[50.0],1,1.0
"[0.9650000000000001, 0.005]",[1.0349999999999997],[1.165],"[0.9650000000000001, -0.025000000000000026]",False,[50.0],1,1.0
"[0.9650000000000001, -0.025000000000000026]",[0.9249999999999999],[1.215],"[0.9550000000000001, -0.04499999999999999]",False,[50.0],1,1.0
"[0.9550000000000001, -0.04499999999999999]",[0.9350000000000002],[1.2550000000000001],"[0.9450000000000001, -0.065]",False,[50.0],1,1.0
"[0.9450000000000001, -0.065]",[0.8649999999999999],[1.305],"[0.935, -0.09500000000000003]",False,[50.0],1,1.0
"[0.935, -0.09500000000000003]",[0.9249999999999999],[1.345],"[0.915, -0.11499999999999999]",False,[50.0],1,1.0
"[0.915, -0.11499999999999999]",[0.8949999999999999],[1.395],"[0.905, -0.135]",False,[50.0],1,1.0
"[0.905, -0.135]",[0.8549999999999999],[1.435],"[0.875, -0.155]",False,[50.0],1,1.0
"[-0.395, -0.025000000000000026]",[-0.9150000000000001],[1.155],"[-0.405, -0.005000000000000009]",False,[50.0],2,0.06896551724137931
"[-0.405, -0.005000000000000009]",[-0.9850000000000001],[1.135],"[-0.405, 0.02500000000000002]",False,[50.0],5,0.18518518518518517
"[-0.405, 0.02500000000000002]",[-0.8550000000000001],[1.115],"[-0.395, 0.04499999999999998]",False,[50.0],1,0.027777777777777776
"[-0.395, 0.04499999999999998]",[-0.9050000000000001],[1.005],"[-0.385, 0.065]",False,[50.0],6,0.1875
"[-0.385, 0.065]",[-0.9450000000000001],[0.945],"[-0.375, 0.08500000000000002]",False,[50.0],8,0.26666666666666666
"[-0.375, 0.08500000000000002]",[-0.935],[0.945],"[-0.365, 0.10499999999999998]",False,[50.0],3,0.13043478260869565
"[-0.365, 0.10499999999999998]",[-0.9850000000000001],[0.935],"[-0.345, 0.135]",False,[50.0],1,0.045454545454545456
"[-0.345, 0.135]",[-0.8650000000000001],[0.895],"[-0.32499999999999996, 0.15500000000000003]",False,[50.0],1,0.1
"[-0.32499999999999996, 0.15500000000000003]",[-0.9750000000000001],[0.845],"[-0.29500000000000004, 0.17500000000000004]",False,[50.0],1,1.0
"[-0.29500000000000004, 0.17500000000000004]",[-0.765],[0.805],"[-0.265, 0.19499999999999995]",False,[50.0],1,1.0
"[-0.265, 0.19499999999999995]",[-0.9450000000000001],[0.755],"[-0.235, 0.22499999999999998]",False,[50.0],1,0.5
"[-0.235, 0.22499999999999998]",[-0.7150000000000001],[0.655],"[-0.19499999999999995, 0.245]",False,[50.0],2,0.6666666666666666
"[-0.19499999999999995, 0.245]",[-0.795],[0.665],"[-0.15500000000000003, 0.265]",False,[50.0],1,0.3333333333333333
"[-0.15500000000000003, 0.265]",[-0.745],[0.635],"[-0.11499999999999999, 0.28500000000000003]",False,[50.0],1,0.5
"[-0.11499999999999999, 0.28500000000000003]",[-0.765],[0.595],"[-0.06499999999999995, 0.30500000000000005]",False,[50.0],1,1.0
"[-0.06499999999999995, 0.30500000000000005]",[-0.8350000000000001],[0.555],"[-0.015000000000000017, 0.32499999999999996]",False,[50.0],1,1.0
"[-0.015000000000000017, 0.32499999999999996]",[-0.6450000000000001],[0.525],"[0.035000000000000024, 0.33499999999999996]",False,[50.0],1,1.0
"[0.035000000000000024, 0.33499999999999996]",[-0.7150000000000001],[0.485],"[0.09499999999999997, 0.355]",False,[50.0],1,1.0
"[0.09499999999999997, 0.355]",[-0.6150000000000001],[0.45500000000000007],"[0.15500000000000003, 0.375]",False,[50.0],1,1.0
"[0.15500000000000003, 0.375]",[-0.41500000000000004],[0.43500000000000005],"[0.21500000000000008, 0.385]",False,[50.0],1,1.0
"[0.21500000000000008, 0.385]",[-0.03500000000000004],[0.43500000000000005],"[0.2749999999999999, 0.385]",False,[50.0],1,1.0
"[0.2749999999999999, 0.385]",[-0.005000000000000009],[0.43500000000000005],"[0.33499999999999996, 0.385]",False,[50.0],1,1.0
"[0.33499999999999996, 0.385]",[0.3949999999999999],[0.45500000000000007],"[0.395, 0.375]",False,[50.0],1,1.0
"[0.395, 0.375]",[0.43499999999999994],[0.475],"[0.45500000000000007, 0.365]",False,[50.0],1,1.0
"[0.45500000000000007, 0.365]",[0.6849999999999999],[0.505],"[0.5149999999999999, 0.345]",False,[50.0],1,1.0
"[0.5149999999999999, 0.345]",[0.6349999999999999],[0.535],"[0.565, 0.33499999999999996]",False,[50.0],1,1.0
"[0.565, 0.33499999999999996]",[0.795],[0.5750000000000001],"[0.615, 0.31500000000000006]",False,[50.0],1,1.0
"[0.615, 0.31500000000000006]",[0.795],[0.615],"[0.665, 0.29500000000000004]",False,[50.0],1,1.0
"[0.665, 0.29500000000000004]",[0.8449999999999999],[0.665],"[0.7150000000000001, 0.265]",False,[50.0],1,1.0
"[0.7150000000000001, 0.265]",[1.0149999999999997],[0.715],"[0.7550000000000001, 0.245]",False,[50.0],1,1.0
"[0.7550000000000001, 0.245]",[0.9949999999999998],[0.755],"[0.7949999999999999, 0.22499999999999998]",False,[50.0],1,1.0
"[0.7949999999999999, 0.22499999999999998]",[0.8449999999999999],[0.805],"[0.825, 0.19499999999999995]",False,[50.0],1,1.0
"[0.825, 0.19499999999999995]",[0.8549999999999999],[0.845],"[0.855, 0.17500000000000004]",False,[50.0],1,1.0
"[0.855, 0.17500000000000004]",[0.9350000000000002],[0.895],"[0.885, 0.15500000000000003]",False,[50.0],1,1.0
"[0.885, 0.15500000000000003]",[0.985],[0.945],"[0.905, 0.125]",False,[50.0],1,1.0
"[0.905, 0.125]",[0.8849999999999999],[0.985],"[0.925, 0.10499999999999998]",False,[50.0],1,1.0
"[0.925, 0.10499999999999998]",[1.0549999999999997],[1.035],"[0.9450000000000001, 0.08500000000000002]",False,[50.0],1,1.0
"[0.9450000000000001, 0.08500000000000002]",[0.8749999999999999],[1.075],"[0.9550000000000001, 0.065]",False,[50.0],1,1.0
"[0.9550000000000001, 0.065]",[0.985],[1.125],"[0.9650000000000001, 0.03499999999999997]",False,[50.0],1,1.0
"[0.9650000000000001, 0.03499999999999997]",[1.0749999999999997],[1.175],"[0.9650000000000001, 0.01500000000000001]",False,[50.0],1,1.0
"[0.9650000000000001, 0.01500000000000001]",[1.065],[1.225],"[0.9650000000000001, -0.015000000000000017]",False,[50.0],1,1.0
"[0.9650000000000001, -0.015000000000000017]",[0.945],[1.275],"[0.9650000000000001, -0.03499999999999998]",False,[50.0],1,1.0
"[0.9650000000000001, -0.03499999999999998]",[1.0749999999999997],[1.325],"[0.9550000000000001, -0.065]",False,[50.0],1,1.0
"[0.9550000000000001, -0.065]",[0.8649999999999999],[1.365],"[0.9450000000000001, -0.08500000000000002]",False,[50.0],1,1.0
"[0.9450000000000001, -0.08500000000000002]",[0.8949999999999999],[1.415],"[0.935, -0.10499999999999998]",False,[50.0],1,1.0
"[0.935, -0.10499999999999998]",[0.9549999999999997],[1.465],"[0.915, -0.135]",False,[50.0],1,1.0
"[0.915, -0.135]",[1.045],[1.515],"[0.885, -0.155]",False,[50.0],1,1.0
"[0.885, -0.155]",[0.8449999999999999],[1.555],"[0.865, -0.17500000000000002]",False,[50.0],1,1.0
"[0.865, -0.17500000000000002]",[1.0149999999999997],[1.605],"[0.835, -0.20500000000000002]",False,[50.0],1,1.0
"[0.835, -0.20500000000000002]",[0.8949999999999999],[1.645],"[0.8049999999999999, -0.225]",False,[50.0],1,1.0
"[0.8049999999999999, -0.225]",[0.755],[1.685],"[0.7650000000000001, -0.245]",False,[50.0],1,1.0
"[-0.425, -0.09500000000000003]",[-1.0150000000000001],[1.205],"[-0.435, -0.07500000000000001]",False,[50.0],1,0.0625
"[-0.435, -0.07500000000000001]",[-1.0150000000000001],[1.185],"[-0.445, -0.04499999999999999]",False,[50.0],3,0.12
"[-0.445, -0.04499999999999999]",[-0.8650000000000001],[1.155],"[-0.455, -0.025000000000000026]",False,[50.0],8,0.4
"[-0.455, -0.025000000000000026]",[-0.9550000000000001],[1.095],"[-0.455, -0.005000000000000009]",False,[50.0],6,0.3157894736842105
"[-0.455, 0.02500000000000002]",[-0.925],[1.005],"[-0.455, 0.04499999999999998]",False,[50.0],4,0.2222222222222222
"[-0.455, 0.04499999999999998]",[-0.8950000000000001],[0.965],"[-0.445, 0.065]",False,[50.0],5,0.2631578947368421
"[-0.445, 0.065]",[-0.8550000000000001],[0.915],"[-0.435, 0.08500000000000002]",False,[50.0],11,0.5789473684210527
"[-0.435, 0.08500000000000002]",[-0.7250000000000001],[0.875],"[-0.41500000000000004, 0.10499999999999998]",False,[50.0],6,0.2857142857142857
"[-0.405, 0.125]",[-0.9050000000000001],[0.745],"[-0.375, 0.15500000000000003]",False,[50.0],1,0.08333333333333333
"[-0.375, 0.15500000000000003]",[-0.9550000000000001],[0.695],"[-0.355, 0.17500000000000004]",False,[50.0],1,1.0
"[-0.355, 0.17500000000000004]",[-1.0050000000000001],[0.645],"[-0.32499999999999996, 0.20499999999999996]",False,[50.0],1,0.3333333333333333
"[-0.32499999999999996, 0.20499999999999996]",[-0.995],[0.595],"[-0.28500000000000003, 0.22499999999999998]",False,[50.0],1,1.0
"[-0.28500000000000003, 0.22499999999999998]",[-0.995],[0.545],"[-0.255, 0.255]",False,[50.0],1,1.0
"[-0.255, 0.255]",[-0.9850000000000001],[0.505],"[-0.21499999999999997, 0.275]",False,[50.0],1,1.0
"[-0.21499999999999997, 0.275]",[-0.9650000000000001],[0.45500000000000007],"[-0.16500000000000004, 0.29500000000000004]",False,[50.0],1,1.0
"[-0.16500000000000004, 0.29500000000000004]",[-0.805],[0.41500000000000004],"[-0.11499999999999999, 0.31500000000000006]",False,[50.0],1,1.0
"[-0.11499999999999999, 0.31500000000000006]",[-0.785],[0.375],"[-0.06499999999999995, 0.33499999999999996]",False,[50.0],1,1.0
"[-0.06499999999999995, 0.33499999999999996]",[-0.6750000000000002],[0.335],"[-0.005000000000000009, 0.355]",False,[50.0],1,1.0
"[-0.005000000000000009, 0.355]",[-0.6150000000000001],[0.30500000000000005],"[0.04500000000000003, 0.375]",False,[50.0],1,1.0
"[0.04500000000000003, 0.375]",[-0.6050000000000001],[0.275],"[0.10499999999999998, 0.385]",False,[50.0],1,1.0
"[0.10499999999999998, 0.385]",[-0.4650000000000001],[0.255],"[0.17500000000000004, 0.395]",False,[50.0],1,1.0
"[0.17500000000000004, 0.395]",[-0.15500000000000003],[0.24500000000000002],"[0.2350000000000001, 0.405]",False,[50.0],1,1.0
"[0.2350000000000001, 0.405]",[-0.07500000000000007],[0.24500000000000002],"[0.30499999999999994, 0.405]",False,[50.0],1,1.0
"[0.30499999999999994, 0.405]",[0.20499999999999996],[0.255],"[0.365, 0.395]",False,[50.0],1,1.0
"[0.365, 0.395]",[0.4149999999999999],[0.275],"[0.42500000000000004, 0.385]",False,[50.0],1,1.0
"[0.42500000000000004, 0.385]",[0.6649999999999999],[0.30500000000000005],"[0.4850000000000001, 0.375]",False,[50.0],1,1.0
"[0.4850000000000001, 0.375]",[0.745],[0.345],"[0.5449999999999999, 0.355]",False,[50.0],1,1.0
"[0.5449999999999999, 0.355]",[0.695],[0.375],"[0.605, 0.33499999999999996]",False,[50.0],1,1.0
"[0.605, 0.33499999999999996]",[0.8150000000000001],[0.41500000000000004],"[0.655, 0.31500000000000006]",False,[50.0],1,0.5
"[0.655, 0.31500000000000006]",[0.8249999999999998],[0.46499999999999997],"[0.7050000000000001, 0.29500000000000004]",False,[50.0],1,1.0
"[0.7050000000000001, 0.29500000000000004]",[1.0149999999999997],[0.515],"[0.7550000000000001, 0.275]",False,[50.0],1,1.0
"[0.7550000000000001, 0.275]",[0.8349999999999999],[0.555],"[0.7949999999999999, 0.245]",False,[50.0],1,1.0
"[0.7949999999999999, 0.245]",[0.945],[0.595],"[0.835, 0.22499999999999998]",False,[50.0],1,1.0
"[0.835, 0.22499999999999998]",[0.9150000000000001],[0.645],"[0.865, 0.20499999999999996]",False,[50.0],1,1.0
"[0.865, 0.20499999999999996]",[1.0549999999999997],[0.695],"[0.895, 0.17500000000000004]",False,[50.0],1,1.0
"[0.895, 0.17500000000000004]",[1.0749999999999997],[0.745],"[0.925, 0.15500000000000003]",False,[50.0],1,0.5
"[0.925, 0.15500000000000003]",[0.9049999999999999],[0.795],"[0.9450000000000001, 0.135]",False,[50.0],1,1.0
"[0.9450000000000001, 0.135]",[0.9150000000000001],[0.835],"[0.9650000000000001, 0.10499999999999998]",False,[50.0],1,1.0
"[0.9650000000000001, 0.10499999999999998]",[1.085],[0.885],"[0.9850000000000001, 0.08500000000000002]",False,[50.0],1,1.0
"[0.9850000000000001, 0.08500000000000002]",[0.8849999999999999],[0.935],"[0.9950000000000001, 0.065]",False,[50.0],1,1.0
"[0.9950000000000001, 0.065]",[0.8949999999999999],[0.975],"[1.005, 0.03499999999999997]",False,[50.0],1,1.0
"[1.005, 0.03499999999999997]",[0.8949999999999999],[1.015],"[1.0150000000000001, 0.01500000000000001]",False,[50.0],1,1.0
"[1.0150000000000001, 0.01500000000000001]",[1.085],[1.065],"[1.0150000000000001, -0.005000000000000009]",False,[50.0],1,1.0
"[1.0150000000000001, -0.005000000000000009]",[1.0749999999999997],[1.115],"[1.005, -0.03499999999999998]",False,[50.0],1,1.0
"[1.005, -0.03499999999999998]",[0.9549999999999997],[1.165],"[1.005, -0.055]",False,[50.0],1,1.0
"[1.005, -0.055]",[1.0149999999999997],[1.215],"[0.9950000000000001, -0.08500000000000002]",False,[50.0],1,1.0
"[0.9950000000000001, -0.08500000000000002]",[1.065],[1.265],"[0.9750000000000001, -0.10499999999999998]",False,[50.0],1,1.0
"[0.9750000000000001, -0.10499999999999998]",[1.065],[1.315],"[0.9550000000000001, -0.135]",False,[50.0],1,1.0
"[0.9550000000000001, -0.135]",[0.9749999999999998],[1.365],"[0.935, -0.155]",False,[50.0],1,1.0
"[-0.375, -0.025000000000000026]",[-1.0050000000000001],[1.165],"[-0.375, -0.005000000000000009]",False,[50.0],4,0.09302325581395349
"[-0.375, -0.005000000000000009]",[-1.0150000000000001],[1.115],"[-0.375, 0.02500000000000002]",False,[50.0],3,0.06666666666666667
"[-0.375, 0.02500000000000002]",[-0.9150000000000001],[1.085],"[-0.375, 0.04499999999999998]",False,[50.0],2,0.05714285714285714
"[-0.375, 0.04499999999999998]",[-1.0050000000000001],[1.005],"[-0.365, 0.07500000000000001]",False,[50.0],2,0.05128205128205128
"[-0.365, 0.07500000000000001]",[-0.685],[0.975],"[-0.355, 0.09499999999999997]",False,[50.0],4,0.14814814814814814
"[-0.355, 0.09499999999999997]",[-0.8350000000000001],[0.965],"[-0.33499999999999996, 0.11499999999999999]",False,[50.0],1,0.045454545454545456
"[-0.33499999999999996, 0.11499999999999999]",[-0.8950000000000001],[0.915],"[-0.31500000000000006, 0.14500000000000002]",False,[50.0],1,0.05263157894736842
"[-0.31500000000000006, 0.14500000000000002]",[-0.8350000000000001],[0.825],"[-0.29500000000000004, 0.16500000000000004]",False,[50.0],2,0.25
"[-0.29500000000000004, 0.16500000000000004]",[-0.8350000000000001],[0.785],"[-0.265, 0.18500000000000005]",False,[50.0],2,1.0
"[-0.265, 0.18500000000000005]",[-0.8650000000000001],[0.785],"[-0.235, 0.20499999999999996]",False,[50.0],1,0.5
"[-0.235, 0.20499999999999996]",[-1.0150000000000001],[0.735],"[-0.19499999999999995, 0.235]",False,[50.0],1,0.5
"[-0.19499999999999995, 0.235]",[-0.9550000000000001],[0.6849999999999999],"[-0.16500000000000004, 0.255]",False,[50.0],1,1.0
"[-0.16500000000000004, 0.255]",[-0.805],[0.645],"[-0.125, 0.275]",False,[50.0],1,0.5
"[-0.125, 0.275]",[-0.775],[0.605],"[-0.07499999999999996, 0.29500000000000004]",False,[50.0],1,1.0
"[-0.07499999999999996, 0.29500000000000004]",[-0.765],[0.5750000000000001],"[-0.025000000000000026, 0.31500000000000006]",False,[50.0],1,1.0
"[-0.025000000000000026, 0.31500000000000006]",[-0.8350000000000001],[0.525],"[0.02500000000000002, 0.33499999999999996]",False,[50.0],1,1.0
"[0.02500000000000002, 0.33499999999999996]",[-0.8350000000000001],[0.485],"[0.07499999999999996, 0.355]",False,[50.0],1,1.0
"[0.07499999999999996, 0.355]",[-0.7050000000000001],[0.45500000000000007],"[0.135, 0.375]",False,[50.0],1,1.0
"[0.135, 0.375]",[-0.395],[0.43500000000000005],"[0.19500000000000006, 0.385]",False,[50.0],1,1.0
"[0.19500000000000006, 0.385]",[-0.30500000000000005],[0.41500000000000004],"[0.2550000000000001, 0.385]",False,[50.0],1,1.0
"[0.2550000000000001, 0.385]",[0.05500000000000004],[0.41500000000000004],"[0.32499999999999996, 0.385]",False,[50.0],1,1.0
"[0.32499999999999996, 0.385]",[0.09499999999999986],[0.42500000000000004],"[0.385, 0.385]",False,[50.0],1,1.0
"[0.385, 0.385]",[0.515],[0.45500000000000007],"[0.44500000000000006, 0.375]",False,[50.0],1,1.0
"[0.44500000000000006, 0.375]",[0.6149999999999999],[0.485],"[0.5050000000000001, 0.355]",False,[50.0],1,1.0
"[0.5050000000000001, 0.355]",[0.6849999999999999],[0.515],"[0.5549999999999999, 0.345]",False,[50.0],1,1.0
"[0.5549999999999999, 0.345]",[0.6749999999999999],[0.545],"[0.615, 0.32499999999999996]",False,[50.0],1,1.0
"[0.615, 0.32499999999999996]",[0.735],[0.585],"[0.665, 0.30500000000000005]",False,[50.0],1,1.0
"[0.665, 0.30500000000000005]",[0.8449999999999999],[0.625],"[0.7150000000000001, 0.28500000000000003]",False,[50.0],1,1.0
"[0.7150000000000001, 0.28500000000000003]",[0.8749999999999999],[0.675],"[0.7550000000000001, 0.265]",False,[50.0],1,1.0
"[0.7550000000000001, 0.265]",[0.9749999999999998],[0.675],"[0.7949999999999999, 0.235]",False,[50.0],2,1.0
"[0.7949999999999999, 0.235]",[0.9350000000000002],[0.765],"[0.835, 0.21499999999999997]",False,[50.0],1,0.5
"[0.835, 0.21499999999999997]",[0.8549999999999999],[0.805],"[0.865, 0.19499999999999995]",False,[50.0],1,1.0
"[0.865, 0.19499999999999995]",[1.065],[0.855],"[0.895, 0.16500000000000004]",False,[50.0],1,0.5
"[0.895, 0.16500000000000004]",[1.065],[0.905],"[0.925, 0.14500000000000002]",False,[50.0],1,1.0
"[0.925, 0.14500000000000002]",[0.9949999999999998],[0.955],"[0.9450000000000001, 0.11499999999999999]",False,[50.0],1,1.0
"[0.9450000000000001, 0.11499999999999999]",[0.8749999999999999],[1.005],"[0.9650000000000001, 0.09499999999999997]",False,[50.0],1,1.0
"[0.9650000000000001, 0.09499999999999997]",[1.0749999999999997],[1.055],"[0.9750000000000001, 0.07500000000000001]",False,[50.0],1,1.0
"[0.9750000000000001, 0.07500000000000001]",[0.985],[1.055],"[0.9850000000000001, 0.04499999999999998]",False,[50.0],2,1.0
"[0.9850000000000001, 0.04499999999999998]",[1.045],[1.105],"[0.9950000000000001, 0.02500000000000002]",False,[50.0],2,1.0
"[0.9950000000000001, 0.02500000000000002]",[0.945],[1.155],"[0.9950000000000001, 0.005]",False,[50.0],2,1.0
"[0.9950000000000001, -0.025000000000000026]",[0.9749999999999998],[1.245],"[0.9850000000000001, -0.04499999999999999]",False,[50.0],2,1.0
"[0.9850000000000001, -0.04499999999999999]",[0.9549999999999997],[1.345],"[0.9750000000000001, -0.07500000000000001]",False,[50.0],1,0.5
"[0.9750000000000001, -0.07500000000000001]",[1.065],[1.395],"[0.9650000000000001, -0.09500000000000003]",False,[50.0],1,1.0
"[0.9650000000000001, -0.09500000000000003]",[1.0549999999999997],[1.445],"[0.9550000000000001, -0.125]",False,[50.0],1,0.5
"[0.9550000000000001, -0.125]",[1.045],[1.495],"[0.925, -0.14500000000000002]",False,[50.0],1,1.0
"[0.925, -0.14500000000000002]",[1.0149999999999997],[1.545],"[0.905, -0.17500000000000002]",False,[50.0],1,1.0
"[0.905, -0.17500000000000002]",[0.8150000000000001],[1.585],"[0.875, -0.195]",False,[50.0],1,1.0
"[0.875, -0.195]",[0.965],[1.625],"[0.845, -0.215]",False,[50.0],1,1.0
"[0.845, -0.215]",[0.8749999999999999],[1.675],"[0.8049999999999999, -0.23500000000000001]",False,[50.0],1,1.0
"[0.8049999999999999, -0.23500000000000001]",[0.795],[1.715],"[0.7650000000000001, -0.255]",False,[50.0],1,1.0
"[-0.375, -0.07500000000000001]",[-0.765],[1.195],"[-0.385, -0.055]",False,[50.0],2,0.08
"[-0.385, -0.055]",[-0.9150000000000001],[1.185],"[-0.395, -0.03499999999999998]",False,[50.0],3,0.11538461538461539
"[-0.395, -0.03499999999999998]",[-0.995],[1.105],"[-0.395, -0.005000000000000009]",False,[50.0],2,0.05405405405405406
"[-0.395, -0.005000000000000009]",[-0.685],[1.095],"[-0.395, 0.01500000000000001]",False,[50.0],4,0.10526315789473684
"[-0.395, 0.01500000000000001]",[-1.0650000000000002],[1.015],"[-0.395, 0.04499999999999998]",False,[50.0],1,0.025
"[-0.375, 0.08500000000000002]",[-1.0550000000000002],[0.865],"[-0.365, 0.11499999999999999]",False,[50.0],1,0.043478260869565216
"[-0.365, 0.11499999999999999]",[-0.6650000000000001],[0.815],"[-0.345, 0.135]",False,[50.0],5,0.25
"[-0.345, 0.135]",[-1.0550000000000002],[0.775],"[-0.31500000000000006, 0.16500000000000004]",False,[50.0],1,0.1
"[-0.31500000000000006, 0.16500000000000004]",[-0.8550000000000001],[0.725],"[-0.29500000000000004, 0.18500000000000005]",False,[50.0],1,1.0
"[-0.29500000000000004, 0.18500000000000005]",[-0.995],[0.655],"[-0.265, 0.20499999999999996]",False,[50.0],3,0.6
"[-0.265, 0.20499999999999996]",[-0.8450000000000001],[0.645],"[-0.22499999999999998, 0.22499999999999998]",False,[50.0],1,0.25
"[-0.22499999999999998, 0.22499999999999998]",[-1.0350000000000001],[0.595],"[-0.19499999999999995, 0.245]",False,[50.0],1,0.3333333333333333
"[-0.19499999999999995, 0.245]",[-0.925],[0.545],"[-0.15500000000000003, 0.275]",False,[50.0],1,0.3333333333333333
"[-0.15500000000000003, 0.275]",[-0.8150000000000001],[0.505],"[-0.10499999999999998, 0.29500000000000004]",False,[50.0],1,1.0
"[-0.10499999999999998, 0.29500000000000004]",[-0.9050000000000001],[0.495],"[-0.055000000000000056, 0.31500000000000006]",False,[50.0],2,0.6666666666666666
"[-0.055000000000000056, 0.31500000000000006]",[-0.745],[0.45500000000000007],"[-0.005000000000000009, 0.33499999999999996]",False,[50.0],2,1.0
"[-0.005000000000000009, 0.33499999999999996]",[-0.8150000000000001],[0.385],"[0.04500000000000003, 0.355]",False,[50.0],1,0.3333333333333333
"[0.04500000000000003, 0.355]",[-0.795],[0.345],"[0.10499999999999998, 0.375]",False,[50.0],1,1.0
"[0.16500000000000004, 0.385]",[-0.395],[0.29500000000000004],"[0.2250000000000001, 0.395]",False,[50.0],1,0.3333333333333333
"[0.2250000000000001, 0.395]",[-0.06500000000000006],[0.29500000000000004],"[0.29499999999999993, 0.395]",False,[50.0],1,1.0
"[0.29499999999999993, 0.395]",[0.09499999999999986],[0.29500000000000004],"[0.355, 0.395]",False,[50.0],1,0.5
"[0.355, 0.395]",[0.46499999999999997],[0.325],"[0.41500000000000004, 0.385]",False,[50.0],1,1.0
"[0.41500000000000004, 0.385]",[0.6549999999999999],[0.355],"[0.4750000000000001, 0.365]",False,[50.0],1,1.0
"[0.4750000000000001, 0.365]",[0.745],[0.395],"[0.5349999999999999, 0.345]",False,[50.0],1,1.0
"[0.5349999999999999, 0.345]",[0.6649999999999999],[0.42500000000000004],"[0.595, 0.33499999999999996]",False,[50.0],1,0.5
"[0.595, 0.33499999999999996]",[0.9350000000000002],[0.475],"[0.645, 0.30500000000000005]",False,[50.0],1,1.0
"[0.645, 0.30500000000000005]",[0.775],[0.515],"[0.6950000000000001, 0.29500000000000004]",False,[50.0],1,1.0
"[0.6950000000000001, 0.29500000000000004]",[1.005],[0.5650000000000001],"[0.7350000000000001, 0.265]",False,[50.0],1,1.0
"[0.7350000000000001, 0.265]",[0.985],[0.615],"[0.7749999999999999, 0.245]",False,[50.0],1,1.0
"[0.7749999999999999, 0.245]",[0.9549999999999997],[0.655],"[0.815, 0.21499999999999997]",False,[50.0],1,1.0
"[0.815, 0.21499999999999997]",[1.045],[0.705],"[0.855, 0.19499999999999995]",False,[50.0],1,1.0
"[0.855, 0.19499999999999995]",[1.005],[0.755],"[0.875, 0.16500000000000004]",False,[50.0],1,1.0
"[0.875, 0.16500000000000004]",[0.8649999999999999],[0.805],"[0.905, 0.14500000000000002]",False,[50.0],1,1.0
"[0.905, 0.14500000000000002]",[0.8649999999999999],[0.845],"[0.925, 0.125]",False,[50.0],1,1.0
"[0.925, 0.125]",[0.9549999999999997],[0.895],"[0.9450000000000001, 0.09499999999999997]",False,[50.0],1,1.0
"[0.9450000000000001, 0.09499999999999997]",[0.9549999999999997],[0.945],"[0.9650000000000001, 0.07500000000000001]",False,[50.0],1,1.0
