StateID,ActID,RewardID,NextStateID,Done,CostID,StateIdMod,ActIdMod,RewardIdMod,NextStateIdMod,CostIdMod,Weight,Probability
"[49, 34]",[92],[112],"[49, 34]",[False],[0],"[0.00899853999999998, 0.002944340000000007]",[0.004376520000000127],[0.0018018531799316173],"[0.0017037800000000245, 0.0073349649999999884]",[0.0],2,0.07692307692307693
"[49, 34]",[99],[116],"[48, 34]",[False],[0],"[0.005465947500000049, 0.004197257500000013]",[0.00164634000000005],[0.002104701995849674],"[0.008282007499999938, 0.0069060799999999985]",[0.0],3,0.11538461538461539
"[48, 34]",[69],[107],"[47, 35]",[False],[0],"[0.0011782675781249752, 0.003647618984375007]",[0.005198536406250164],[0.009367813840508483],"[0.004301648281249978, 0.0037676145312500447]",[0.0],9,0.3103448275862069
"[47, 35]",[100],[113],"[47, 35]",[False],[0],"[0.008826600000000037, 0.00016692999999998008]",[0.004396680000000132],[0.0035328102111816615],"[0.0025808000000000133, 0.002556960000000023]",[0.0],1,0.03225806451612903
"[47, 35]",[110],[113],"[46, 35]",[False],[0],"[0.002484307500000024, 0.00868716375000003]",[0.0071419750000001996],[0.0044767808914184335],"[0.007464711250000044, 0.008508615000000023]",[0.0],4,0.12903225806451613
"[46, 35]",[51],[103],"[46, 36]",[False],[0],"[0.00766273322265627, 0.0029052433203125266]",[0.005456957460937549],[0.001059574335813501],"[0.0025069860156250005, 0.007518799531249988]",[0.0],10,0.2222222222222222
"[46, 36]",[103],[111],"[45, 36]",[False],[0],"[0.0014778400000000184, 0.0010466300000000275]",[0.0044617600000000975],[0.003276576995849675],"[0.006932700000000016, 0.0026850400000000066]",[0.0],1,0.04
"[45, 36]",[96],[110],"[45, 36]",[False],[0],"[0.006932700000000016, 0.0026850400000000066]",[0.008368610000000054],[0.006694984436035178],"[0.0027378299999999984, 0.005975870000000029]",[0.0],1,0.03125
"[45, 36]",[58],[107],"[44, 37]",[False],[0],"[0.0024037065625000537, 0.0023213692187499593]",[0.003376318437500029],[0.0015483978390691665],"[0.00866400203125, 0.005236901562499995]",[0.0],7,0.21875
"[44, 37]",[88],[109],"[44, 37]",[False],[0],"[0.008335489999999994, 0.0015412499999999819]",[0.0007066250000000579],[0.0004556274414060941],"[0.0056745100000000145, 0.007023590000000012]",[0.0],2,0.1
"[44, 37]",[68],[104],"[44, 38]",[False],[0],"[0.007130513984375024, 0.0035173147656249893]",[0.008550598671875055],[0.0004134951531886838],"[0.005041864218750018, 0.0038035580468750406]",[0.0],8,0.4
"[44, 38]",[86],[104],"[44, 38]",[False],[0],"[0.00577489250000001, 0.0019321575000000278]",[0.004517285000000006],[0.004978356361389005],"[0.004798015000000037, 0.007819245869999988]",[0.0],3,0.17647058823529413
"[44, 38]",[54],[98],"[44, 39]",[False],[0],"[0.003477602167968767, 0.003010597441406245]",[0.003021049609375128],[0.0012990946695209012],"[0.0031019269921875245, 0.006935026328124988]",[0.0],10,0.5882352941176471
"[44, 39]",[94],[104],"[44, 39]",[False],[0],"[0.0028547249999999955, 0.0031061150000000256]",[0.006439800000000034],[0.004756460189819137],"[0.0035564550000000625, 0.006945135000000052]",[0.0],2,0.09090909090909091
"[44, 39]",[61],[97],"[44, 40]",[False],[0],"[0.0030883121874999905, 0.002938106875000018]",[0.0053505867187500795],[0.001394018828868868],"[0.004204576875000025, 0.005054392968750002]",[0.0],7,0.3181818181818182
"[44, 40]",[96],[102],"[44, 40]",[False],[0],"[0.00567868000000004, 0.0031975400000000126]",[0.00374610000000003],[0.005438976287841731],"[0.007971959999999993, 0.0066039499999999834]",[0.0],1,0.08333333333333333
"[44, 40]",[101],[102],"[45, 40]",[False],[0],"[0.007971959999999993, 0.0066039499999999834]",[0.008604959999999983],[0.0013691711425780594],"[0.0007371400000000267, 0.00863884999999999]",[0.0],1,0.08333333333333333
"[45, 40]",[61],[95],"[45, 41]",[False],[0],"[0.005461684999999996, 0.005297675312500041]",[0.0022085175000001473],[0.008839599788189203],"[0.00855970140625001, 0.0074924539062499965]",[0.0],7,0.30434782608695654
"[45, 41]",[80],[99],"[45, 41]",[False],[0],"[0.003897180000000002, 0.0001911949999999999]",[0.005808535000000031],[0.003291044235229494],"[0.007520000000000028, 0.0075459300000000566]",[0.0],2,0.06896551724137931
"[45, 41]",[100],[100],"[46, 41]",[False],[0],"[0.007352000000000027, 0.0057747200000000335]",[0.004551630000000119],[0.00232486724853518],"[0.001603250000000011, 0.008160929999999978]",[0.0],1,0.034482758620689655
"[46, 41]",[67],[94],"[46, 42]",[False],[0],"[0.0008962390625000365, 0.001879864375000007]",[0.005699591562500132],[0.0044112479686737975],"[0.0049627693750000194, 0.0024873818750000033]",[0.0],6,0.3
"[46, 42]",[82],[95],"[47, 42]",[False],[0],"[0.005689975000000024, 0.0004998149999999903]",[0.007001275000000074],[0.006944704055786224],"[0.0009339700000000253, 0.007324669999999953]",[0.0],2,0.07692307692307693
"[47, 42]",[103],[98],"[47, 42]",[False],[0],"[0.001437900000000011, 0.006032920000000028]",[0.009978920000000007],[0.0035797309875487855],"[0.007283260000000033, 0.0075335199999999915]",[0.0],1,0.03571428571428571
"[47, 42]",[71],[97],"[48, 43]",[False],[0],"[0.007357114394531258, 0.003223810683593762]",[0.006144450810546992],[0.005786416511982815],"[0.0031847176660156074, 0.00282021949218751]",[0.0],11,0.39285714285714285
"[48, 43]",[85],[96],"[49, 43]",[False],[0],"[0.00504236749999995, 0.0013937899999999902]",[0.0032768950000000175],[0.008791270256042483],"[0.0019943425000000046, 0.007561854999999991]",[0.0],3,0.11538461538461539
"[49, 43]",[75],[92],"[49, 44]",[False],[0],"[0.0006649812500000105, 0.006567725000000009]",[0.0046386150000000525],[0.0021064567565918443],"[0.008576305000000043, 0.005201768749999995]",[0.0],4,0.14814814814814814
"[49, 44]",[102],[91],"[50, 44]",[False],[0],"[0.007816099101562538, 0.005094561367187493]",[0.0053117490625000895],[0.008727049976587476],"[0.00673078128906256, 0.006961695039062514]",[0.0],9,0.3103448275862069
"[50, 44]",[106],[94],"[51, 44]",[False],[0],"[0.00493587666259775, 0.002197636682128905]",[0.0077286541162111845],[0.004165460136719184],"[0.0033305465649413595, 0.003004404643554663]",[0.0],13,0.48148148148148145
"[51, 44]",[58],[90],"[52, 45]",[False],[0],"[0.005429974374999922, 0.004503976874999975]",[0.004609843750000012],[0.005869251489639241],"[0.004837794374999989, 0.007388730000000012]",[0.0],5,0.16666666666666666
"[52, 45]",[120],[87],"[53, 45]",[False],[0],"[0.005698050283203145, 0.007420829896240213]",[0.007422542304687571],[0.0053042573458514704],"[0.006342166765136785, 0.004735233200683588]",[0.0],14,0.4666666666666667
"[53, 45]",[53],[89],"[54, 46]",[False],[0],"[0.003034427499999952, 0.002789732265625013]",[0.0073747337500001],[0.0025164751708508463],"[0.003830979375000012, 0.00685537601562498]",[0.0],8,0.25806451612903225
"[54, 46]",[105],[91],"[55, 46]",[False],[0],"[0.0028975018749999547, 0.005087705312500034]",[0.008822262500000089],[0.0021200531721115145],"[0.004966413750000098, 0.0061171700000000155]",[0.0],6,0.24
"[55, 46]",[98],[90],"[57, 46]",[False],[0],"[0.008554549999999972, 0.006442000000000014]",[0.0060839300000000325],[6.685256958017041e-05],"[0.0009371199999999528, 0.009290030000000015]",[0.0],1,0.037037037037037035
"[57, 46]",[79],[91],"[58, 47]",[False],[0],"[0.0036428125000000314, 0.006264187500000028]",[0.007599086250000072],[0.003471627235412734],"[0.0062482724999999885, 0.003824218750000016]",[0.0],4,0.2
"[58, 47]",[115],[90],"[59, 47]",[False],[0],"[0.0030075781249999135, 0.004974937187500047]",[0.00196035531250016],[0.0037907332181932353],"[0.006534300312499975, 0.0036759396875000374]",[0.0],6,0.20689655172413793
"[59, 47]",[89],[86],"[61, 48]",[False],[0],"[0.007745920000000029, 0.00956264999999997]",[0.008291260000000128],[0.009436168670654301],"[0.0023448300000000494, 0.0046052099999999985]",[0.0],1,0.02857142857142857
"[61, 48]",[79],[85],"[62, 49]",[False],[0],"[0.0023448300000000494, 0.0046052099999999985]",[0.004224800000000048],[0.004147434234619234],"[0.007889420000000019, 0.002249739999999981]",[0.0],1,0.125
"[62, 49]",[93],[84],"[64, 49]",[False],[0],"[0.007889420000000019, 0.002249739999999981]",[0.009521820000000044],[0.006123504638671902],"[0.004463259999999969, 0.0062616100000000095]",[0.0],1,0.25
"[64, 49]",[95],[83],"[66, 49]",[False],[0],"[0.004463259999999969, 0.0062616100000000095]",[0.007861010000000104],[0.00901653289794929],"[0.0016546800000000368, 0.009815119999999991]",[0.0],1,0.25
"[66, 49]",[97],[83],"[67, 50]",[False],[0],"[0.0016546800000000368, 0.009815119999999991]",[0.0017260300000001092],[0.002602882385253911],"[0.009396120000000034, 0.00302197000000003]",[0.0],1,0.2
"[67, 50]",[76],[81],"[69, 51]",[False],[0],"[0.009396120000000034, 0.00302197000000003]",[0.004327480000000154],[0.005819263458252047],"[0.007927139999999987, 0.0014138299999999476]",[0.0],1,1.0
"[69, 51]",[89],[80],"[71, 51]",[False],[0],"[0.007927139999999987, 0.0014138299999999476]",[0.005666950000000054],[0.005602550506591891],"[0.0076258800000000345, 0.0065220599999999945]",[0.0],1,1.0
"[71, 51]",[95],[79],"[73, 52]",[False],[0],"[0.0076258800000000345, 0.0065220599999999945]",[0.0002687100000001077],[0.008116016387939481],"[0.00806901999999995, 0.0002654699999999968]",[0.0],1,1.0
"[73, 52]",[81],[78],"[75, 52]",[False],[0],"[0.00806901999999995, 0.0002654699999999968]",[0.0029016700000000038],[0.0037611198425293695],"[0.009294300000000073, 0.007442830000000018]",[0.0],1,1.0
"[75, 52]",[91],[77],"[78, 53]",[False],[0],"[0.009294300000000073, 0.007442830000000018]",[0.0063805500000000525],[0.004580097198486401],"[0.0015299899999999915, 0.00203334000000001]",[0.0],1,1.0
"[78, 53]",[92],[76],"[80, 53]",[False],[0],"[0.0015299899999999915, 0.00203334000000001]",[0.007648120000000057],[0.005962505340576178],"[0.004485109999999987, 0.006342040000000064]",[0.0],1,0.5
"[80, 53]",[92],[75],"[82, 54]",[False],[0],"[0.004485109999999987, 0.006342040000000064]",[0.0013505500000000822],[0.007030105590820386],"[0.008138020000000013, 0.000808329999999937]",[0.0],1,1.0
"[82, 54]",[79],[74],"[85, 54]",[False],[0],"[0.008138020000000013, 0.000808329999999937]",[0.009687930000000141],[0.0020145034790039797],"[0.0026677700000000294, 0.008316140000000052]",[0.0],1,1.0
"[85, 54]",[70],[72],"[87, 55]",[False],[0],"[0.0026677700000000294, 0.008316140000000052]",[0.0068985700000001],[0.002359371185302786],"[0.008522479999999976, 0.00814362999999999]",[0.0],1,1.0
"[47, 35]",[77],[109],"[47, 36]",[False],[0],"[0.008441804375000047, 0.005680083750000035]",[0.004633598750000136],[0.009287973344325908],"[0.003384472500000032, 0.0038142618749999815]",[0.0],7,0.22580645161290322
"[47, 36]",[72],[107],"[46, 37]",[False],[0],"[0.002925235000000045, 0.003225294999999996]",[0.006337800000000018],[0.008111934661865034],"[0.009139480000000044, 0.0025668950000000013]",[0.0],2,0.06896551724137931
"[46, 37]",[71],[103],"[46, 38]",[False],[0],"[0.006778536875000029, 0.005071464999999985]",[0.0017538896875000706],[0.0028797578811643517],"[0.004907661875000035, 0.004777578750000008]",[0.0],6,0.3157894736842105
"[46, 38]",[58],[101],"[46, 39]",[False],[0],"[0.005256606005859376, 0.0031695830859375072]",[0.003881554687500014],[0.007470435285940701],"[0.004851905898437491, 0.006072604780273444]",[0.0],12,0.5217391304347826
"[46, 39]",[56],[95],"[46, 40]",[False],[0],"[0.0025176733593749827, 0.0026247390917968957]",[0.008247094042968792],[0.006107426807284535],"[0.003646635136718767, 0.005918512324218764]",[0.0],11,0.5238095238095238
"[46, 40]",[57],[93],"[46, 41]",[False],[0],"[0.0035196205468750012, 0.005640638749999996]",[0.0019129413671876098],[0.0006063149124384843],"[0.006726247695312503, 0.008842783125000054]",[0.0],9,0.36
"[46, 41]",[83],[100],"[47, 41]",[False],[0],"[0.00934625000000001, 0.0006018700000000269]",[0.001969330000000045],[0.008095741271972635],"[0.002999900000000019, 0.0073026200000000045]",[0.0],1,0.05
"[47, 41]",[60],[99],"[47, 42]",[False],[0],"[0.003866291093749993, 0.0015133844726562765]",[0.004993214267578226],[0.0018830014765261732],"[0.007968429238281246, 0.0038885731152343596]",[0.0],11,0.3333333333333333
"[49, 44]",[72],[92],"[50, 45]",[False],[0],"[0.00646435692138673, 0.007534314885253905]",[0.009271271826172003],[0.00770253862254313],"[0.006164159428710948, 0.006802471757812513]",[0.0],13,0.4482758620689655
"[50, 45]",[69],[90],"[52, 46]",[False],[0],"[0.008597339999999998, 0.009217560000000015]",[0.0015485100000000463],[0.0038432121276856836],"[0.00021673000000000525, 0.009428910000000023]",[0.0],1,0.03333333333333333
"[52, 46]",[60],[86],"[53, 47]",[False],[0],"[0.005372919804687466, 0.0034851831250000236]",[0.00963933105468747],[0.003167661055922557],"[0.007784377031250027, 0.00574418656250005]",[0.0],9,0.3
"[53, 47]",[51],[81],"[54, 49]",[False],[0],"[0.001752765000000005, 0.006833474999999997]",[0.0040182600000000495],[0.009947338104248008],"[0.006427430000000036, 0.0014829849999999731]",[0.0],2,0.06666666666666667
"[54, 49]",[61],[79],"[56, 50]",[False],[0],"[0.006427430000000036, 0.0014829849999999731]",[0.0013241250000000943],[0.005513534545898443],"[0.0033163100000000306, 0.0036999149999999877]",[0.0],2,0.15384615384615385
"[56, 50]",[67],[82],"[58, 51]",[False],[0],"[0.005008780000000088, 0.0002764600000000235]",[0.006163380000000078],[0.0009564208984375495],"[0.0032180600000000815, 0.0008722599999999563]",[0.0],1,0.05263157894736842
"[58, 51]",[71],[80],"[60, 52]",[False],[0],"[0.0032180600000000815, 0.0008722599999999563]",[0.00742894],[0.0018279075622559537],"[0.0030677200000000723, 0.0004365399999999367]",[0.0],1,0.125
"[60, 52]",[69],[78],"[62, 53]",[False],[0],"[0.0030677200000000723, 0.0004365399999999367]",[0.004604980000000024],[0.001558132171630932],"[0.004478069999999983, 0.0005713600000000364]",[0.0],1,0.125
"[62, 53]",[67],[76],"[64, 54]",[False],[0],"[0.004478069999999983, 0.0005713600000000364]",[0.00122257000000006],[0.00011924743652346609],"[0.007541249999999944, 0.001290900000000008]",[0.0],1,0.16666666666666666
"[64, 54]",[65],[73],"[67, 55]",[False],[0],"[0.007541249999999944, 0.001290900000000008]",[0.009879350000000073],[0.008113212585449248],"[0.002334580000000001, 0.002293910000000043]",[0.0],1,1.0
"[67, 55]",[76],[72],"[69, 56]",[False],[0],"[0.002334580000000001, 0.002293910000000043]",[0.003311760000000101],[0.0012787628173828863],"[0.008750520000000027, 0.0007111599999999746]",[0.0],1,0.5
"[69, 56]",[69],[70],"[72, 57]",[False],[0],"[0.008750520000000027, 0.0007111599999999746]",[0.009564140000000098],[0.001257038116455108],"[0.006598229999999997, 0.0007219999999999397]",[0.0],1,1.0
"[72, 57]",[75],[68],"[75, 57]",[False],[0],"[0.006598229999999997, 0.0007219999999999397]",[0.004952590000000019],[0.0040046405792237075],"[0.005973839999999992, 0.009348219999999957]",[0.0],1,1.0
"[75, 57]",[75],[66],"[78, 58]",[False],[0],"[0.005973839999999992, 0.009348219999999957]",[0.0018071400000001358],[0.006594982147216894],"[0.006733769999999983, 0.008053000000000036]",[0.0],1,0.5
"[78, 58]",[59],[64],"[81, 60]",[False],[0],"[0.006733769999999983, 0.008053000000000036]",[0.0007647000000001302],[0.0011332130432128995],"[0.009101240000000047, 0.0007838400000000564]",[0.0],1,1.0
"[81, 60]",[74],[62],"[85, 60]",[False],[0],"[0.009101240000000047, 0.0007838400000000564]",[0.005358360000000093],[0.00340116500854502],"[0.003299459999999992, 0.009649910000000005]",[0.0],1,1.0
"[85, 60]",[74],[60],"[88, 61]",[False],[0],"[0.003299459999999992, 0.009649910000000005]",[0.0009219900000001259],[0.005447244644165093],"[0.008922300000000036, 0.008626850000000049]",[0.0],1,1.0
"[88, 61]",[70],[58],"[92, 62]",[False],[0],"[0.008922300000000036, 0.008626850000000049]",[0.0003046700000000589],[0.005462474822998057],"[0.006035429999999974, 0.008619209999999971]",[0.0],1,1.0
"[92, 62]",[53],[55],"[96, 64]",[False],[0],"[0.006035429999999974, 0.008619209999999971]",[0.0022454300000001193],[0.00707473754882818],"[0.004971569999999981, 0.002813100000000013]",[0.0],1,1.0
"[96, 64]",[72],[53],"[100, 65]",[False],[0],"[0.004971569999999981, 0.002813100000000013]",[0.008107110000000042],[0.008480091094970737],"[0.005917450000000081, 0.002110469999999984]",[0.0],1,1.0
"[100, 65]",[70],[51],"[104, 66]",[False],[0],"[0.005917450000000081, 0.002110469999999984]",[0.005375680000000157],[0.008748903274536144],"[0.008381350000000079, 0.0019760999999999425]",[0.0],1,0.5
"[104, 66]",[59],[49],"[109, 67]",[False],[0],"[0.008381350000000079, 0.0019760999999999425]",[0.0024884800000000828],[0.0033732986450195433],"[0.0025742600000001076, 0.004663800000000022]",[0.0],1,1.0
"[109, 67]",[50],[46],"[113, 68]",[False],[0],"[0.0025742600000001076, 0.004663800000000022]",[0.00945881000000003],[0.0038462543487549176],"[0.008907810000000052, 0.00942740000000001]",[0.0],1,1.0
"[113, 68]",[50],[43],"[118, 70]",[False],[0],"[0.008907810000000052, 0.00942740000000001]",[0.001200320000000133],[0.003906269073486386],"[0.007614579999999951, 0.004397340000000079]",[0.0],1,1.0
"[118, 70]",[49],[40],"[123, 71]",[False],[0],"[0.007614579999999951, 0.004397340000000079]",[0.0009092800000001042],[0.0034517288208008173],"[0.008730340000000015, 0.009624650000000073]",[0.0],1,1.0
"[123, 71]",[67],[38],"[129, 73]",[False],[0],"[0.008730340000000015, 0.009624650000000073]",[0.009875030000000033],[0.002445478439331069],"[0.0020303600000000175, 0.0001276999999999199]",[0.0],1,1.0
"[129, 73]",[47],[35],"[134, 74]",[False],[0],"[0.0020303600000000175, 0.0001276999999999199]",[0.007645410000000038],[0.001327753067016572],"[0.007280529999999893, 0.005686550000000044]",[0.0],1,1.0
"[134, 74]",[59],[32],"[140, 75]",[False],[0],"[0.007280529999999893, 0.005686550000000044]",[0.002352570000000066],[0.005945377349853509],"[0.004867429999999888, 0.008377799999999975]",[0.0],1,1.0
"[140, 75]",[55],[29],"[146, 77]",[False],[0],"[0.004867429999999888, 0.008377799999999975]",[0.007347870000000067],[0.008812770843505876],"[0.0045314499999999265, 0.001944060000000027]",[0.0],1,1.0
"[146, 77]",[62],[27],"[152, 78]",[False],[0],"[0.0045314499999999265, 0.001944060000000027]",[0.008249120000000092],[0.005225234031677307],"[0.0062713699999998734, 0.003737899999999971]",[0.0],1,1.0
"[152, 78]",[55],[24],"[159, 79]",[False],[0],"[0.0062713699999998734, 0.003737899999999971]",[0.00089933000000012],[0.0077701902389526595],"[1.7000000001512333e-06, 0.007465340000000006]",[0.0],1,1.0
"[159, 79]",[59],[22],"[165, 81]",[False],[0],"[1.7000000001512333e-06, 0.007465340000000006]",[0.008106810000000087],[0.0026755380630493174],"[0.00586534000000004, 1.2700000000013048e-05]",[0.0],1,1.0
"[165, 81]",[38],[18],"[172, 82]",[False],[0],"[0.00586534000000004, 1.2700000000013048e-05]",[0.004164810000000126],[0.006883783340454103],"[0.004021800000000013, 0.007908529999999959]",[0.0],1,1.0
"[172, 82]",[55],[15],"[179, 84]",[False],[0],"[0.004021800000000013, 0.007908529999999959]",[0.008893070000000091],[0.009828424453735376],"[0.004808649999999968, 0.001436280000000019]",[0.0],1,1.0
"[179, 84]",[39],[12],"[186, 85]",[False],[0],"[0.004808649999999968, 0.001436280000000019]",[0.008955940000000112],[0.0047762203216552765],"[0.007973230000000001, 0.008962430000000037]",[0.0],1,1.0
"[186, 85]",[44],[9],"[194, 87]",[False],[0],"[0.007973230000000001, 0.008962430000000037]",[0.0097018800000001],[0.002261326313018808],"[0.0038743000000000145, 0.005219720000000016]",[0.0],1,1.0
"[194, 87]",[53],[6],"[202, 88]",[False],[0],"[0.0038743000000000145, 0.005219720000000016]",[0.005046830000000073],[0.004013659954071044],"[0.002262500000000032, 0.009343629999999922]",[0.0],1,1.0
"[202, 88]",[38],[2],"[210, 90]",[False],[0],"[0.002262500000000032, 0.009343629999999922]",[0.0016931800000000684],[0.00809832096099854],"[0.003115499999999872, 0.0073012999999999585]",[0.0],1,1.0
"[210, 90]",[46],[0],"[218, 90]",[False],[0],"[0.003115499999999872, 0.0073012999999999585]",[0.009799600000000085],[-0.0034116983413696317],"[0.006723900000000008, 0.02305639999999997]",[0.0],1,1.0
"[50, 35]",[89],[113],"[49, 36]",[False],[0],"[0.0012237736328124423, 0.006861126054687498]",[0.0036305595703125474],[0.0010530219227074897],"[0.006196713945312496, 0.002020361171874964]",[0.0],9,0.24324324324324326
"[49, 36]",[16],[109],"[49, 38]",[False],[0],"[0.005900838437499981, 0.0018010356249999818]",[0.00829508734375009],[0.0011484524607657271],"[0.002618218749999993, 0.00484878453124998]",[0.0],7,0.2
"[49, 38]",[74],[105],"[49, 39]",[False],[0],"[0.005717864394531239, 0.004906826396484373]",[0.0055034779785156675],[0.006334239244460771],"[0.005375615751953148, 0.0037692402929687726]",[0.0],11,0.4074074074074074
"[49, 39]",[60],[101],"[49, 40]",[False],[0],"[0.0027771647753906756, 0.0031612645117187806]",[0.008224452304687567],[0.008393075466156074],"[0.003938673056640621, 0.005455634414062507]",[0.0],11,0.5238095238095238
"[49, 40]",[24],[93],"[49, 42]",[False],[0],"[0.004947286250000052, 0.004513426875000018]",[0.0029874068750000843],[0.007723356485366735],"[0.008390048124999975, 0.005525509999999987]",[0.0],5,0.21739130434782608
"[49, 42]",[78],[96],"[50, 43]",[False],[0],"[0.008376016914062515, 0.0035996603515624816]",[0.006481168867187536],[0.005062299743294807],"[0.004170010429687555, 0.001437666679687517]",[0.0],9,0.2647058823529412
"[50, 43]",[77],[94],"[51, 44]",[False],[0],"[0.00484037234375, 0.005205558359375013]",[0.00392975015625008],[0.00515178278088561],"[0.0025080509375000597, 0.003357362890624986]",[0.0],8,0.25
"[52, 45]",[57],[91],"[53, 46]",[False],[0],"[0.0007830637499999307, 0.004466418750000036]",[0.0010112200000001407],[0.005819489955902103],"[0.0018030312499999358, 0.007691166250000003]",[0.0],4,0.13333333333333333
"[53, 46]",[75],[89],"[54, 47]",[False],[0],"[0.002821199999999984, 0.004922680000000023]",[0.005176072500000057],[0.002941689491272043],"[0.005268625000000051, 0.0035432700000000063]",[0.0],3,0.1111111111111111
"[54, 47]",[65],[86],"[55, 48]",[False],[0],"[0.004206109999999954, 0.00440110000000001]",[0.003228620000000135],[0.0006513977050781293],"[0.008305972500000014, 0.005570354999999999]",[0.0],3,0.15
"[55, 48]",[80],[84],"[57, 49]",[False],[0],"[0.008305972500000014, 0.005570354999999999]",[0.0011309300000000022],[0.005707917213439946],"[0.0039957425000000605, 0.0030421225000000027]",[0.0],3,0.1875
"[57, 49]",[51],[83],"[59, 51]",[False],[0],"[0.005490800000000068, 0.009615560000000004]",[0.007409290000000122],[0.007614250183105518],"[0.003806049999999962, 0.0041801999999999655]",[0.0],1,0.037037037037037035
"[59, 51]",[72],[81],"[61, 52]",[False],[0],"[0.003806049999999962, 0.0041801999999999655]",[0.0014266500000001542],[0.008685531616211032],"[0.004179640000000014, 0.0036445800000000153]",[0.0],1,0.2
"[61, 52]",[72],[79],"[63, 53]",[False],[0],"[0.004179640000000014, 0.0036445800000000153]",[0.0051802799999999954],[0.009944591522216847],"[0.006062530000000002, 0.003015149999999982]",[0.0],1,0.16666666666666666
"[63, 53]",[56],[77],"[65, 54]",[False],[0],"[0.006062530000000002, 0.003015149999999982]",[0.00459258000000011],[0.0031741905212402406],"[0.009658810000000026, 0.006400320000000039]",[0.0],1,0.5
"[65, 54]",[61],[74],"[68, 55]",[False],[0],"[0.009658810000000026, 0.006400320000000039]",[0.003932480000000101],[0.008870849609375096],"[0.00533094999999998, 0.008551919999999968]",[0.0],1,1.0
"[68, 55]",[56],[72],"[71, 57]",[False],[0],"[0.00533094999999998, 0.008551919999999968]",[0.002942050000000071],[0.0020179557800293485],"[0.0030153399999999827, 0.0019784599999999545]",[0.0],1,1.0
"[71, 57]",[70],[70],"[74, 58]",[False],[0],"[0.0030153399999999827, 0.0019784599999999545]",[0.00750065000000005],[0.00239295959472657],"[0.0026552400000000344, 0.0017908200000000297]",[0.0],1,1.0
"[74, 58]",[75],[68],"[77, 59]",[False],[0],"[0.0026552400000000344, 0.0017908200000000297]",[0.004509760000000125],[0.005118484497070343],"[0.0038024199999999748, 0.0004282499999999755]",[0.0],1,1.0
"[77, 59]",[56],[65],"[80, 60]",[False],[0],"[0.0038024199999999748, 0.0004282499999999755]",[0.00236234000000006],[0.008236598968505935],"[0.00658777999999996, 0.003869100000000035]",[0.0],1,1.0
"[80, 60]",[57],[63],"[84, 61]",[False],[0],"[0.00658777999999996, 0.003869100000000035]",[0.0016638900000000515],[0.0018197727203369454],"[0.0015113299999999844, 0.007077480000000054]",[0.0],1,0.5
"[84, 61]",[78],[61],"[87, 62]",[False],[0],"[0.0015113299999999844, 0.007077480000000054]",[0.0009423900000000811],[0.005866899490356544],"[0.008269100000000007, 0.005053900000000038]",[0.0],1,1.0
"[87, 62]",[72],[59],"[91, 63]",[False],[0],"[0.008269100000000007, 0.005053900000000038]",[0.004966110000000093],[0.007115182876586924],"[0.006377810000000051, 0.004429829999999959]",[0.0],1,1.0
"[91, 63]",[76],[58],"[95, 64]",[False],[0],"[0.006377810000000051, 0.004429829999999959]",[0.004643530000000055],[0.00034739494323738143],"[0.005933710000000028, 0.00281370000000003]",[0.0],1,0.5
"[95, 64]",[74],[56],"[99, 65]",[False],[0],"[0.005933710000000028, 0.00281370000000003]",[0.006846410000000056],[0.0026896858215332137],"[0.006854690000000023, 0.0016425800000000688]",[0.0],1,1.0
"[99, 65]",[77],[54],"[103, 65]",[False],[0],"[0.006854690000000023, 0.0016425800000000688]",[0.008555970000000081],[0.006617507934570412],"[0.00914609, 0.009678699999999938]",[0.0],1,1.0
"[103, 65]",[68],[52],"[108, 66]",[False],[0],"[0.00914609, 0.009678699999999938]",[0.008217070000000083],[0.006028347015380915],"[0.0028438000000000005, 0.009973270000000051]",[0.0],1,1.0
"[108, 66]",[65],[50],"[112, 68]",[False],[0],"[0.0028438000000000005, 0.009973270000000051]",[0.004672960000000068],[0.0037620067596436553],"[0.008233220000000013, 0.001106460000000066]",[0.0],1,1.0
"[112, 68]",[73],[48],"[117, 69]",[False],[0],"[0.008233220000000013, 0.001106460000000066]",[0.005722060000000051],[0.005548114776611407],"[0.005295970000000054, 0.00021333999999999416]",[0.0],1,1.0
"[117, 69]",[74],[46],"[122, 69]",[False],[0],"[0.005295970000000054, 0.00021333999999999416]",[0.0012981300000000952],[0.007612981796264639],"[0.0038084300000000328, 0.00918086]",[0.0],1,1.0
"[122, 69]",[69],[44],"[127, 70]",[False],[0],"[0.0038084300000000328, 0.00918086]",[0.0017225400000000935],[0.00719915390014652],"[0.0038217400000000092, 0.009387799999999998]",[0.0],1,1.0
"[127, 70]",[85],[43],"[132, 71]",[False],[0],"[0.0038217400000000092, 0.009387799999999998]",[0.00157659000000006],[0.004777975082397452],"[0.005254939999999965, 0.005598480000000022]",[0.0],1,1.0
"[132, 71]",[87],[42],"[137, 72]",[False],[0],"[0.005254939999999965, 0.005598480000000022]",[0.0055487000000000505],[0.0035553741455078038],"[0.007650049999999931, 0.0012096599999999597]",[0.0],1,1.0
"[137, 72]",[95],[41],"[143, 72]",[False],[0],"[0.007650049999999931, 0.0012096599999999597]",[0.002327140000000052],[0.006171741485595761],"[0.0008404000000000935, 0.00490156999999998]",[0.0],1,1.0
