State,Act,Reward,NextState,Done,Cost,Weight,Probability
"[-0.28013772, 0.012994889999999992]",[0.42815401000000003],[1.1902316093444825],"[-0.27862936, 0.0022909600000000033]",False,[0.0],1,0.045454545454545456
"[-0.2794036675, -0.0037628025000000023]",[0.4249582962500001],[1.1933761119842532],"[-0.28057234, -0.01438677375]",False,[0.0],4,0.16666666666666666
"[-0.2830271, -0.02254951]",[0.25723257000000005],[1.2527742385864258],"[-0.28697807, -0.02898037]",False,[0.0],1,0.07692307692307693
"[-0.4510929, 0.06835198]",[-0.37842945],[0.9674980163574219],"[-0.4396521, 0.07781267]",False,[0.0],1,0.027777777777777776
"[-0.4258602850000001, 0.084488155]",[-0.463518195],[0.9145354270935058],"[-0.41172418, 0.09607601000000004]",False,[0.0],2,0.18181818181818182
"[-0.41259176, 0.09358525000000001]",[-0.10707143000000001],[0.930599021911621],"[-0.3974753, 0.09626210000000002]",False,[0.0],1,0.0625
"[-0.39725253875, 0.09346632062500004]",[-0.08369633937499998],[0.8897773265838623],"[-0.38218630249999996, 0.09555874062500003]",False,[0.0],5,0.23809523809523808
"[-0.38316080124999996, 0.09310186687500002]",[0.019773355625000072],[0.9538553833961487],"[-0.36829089937500004, 0.092607574375]",False,[0.0],5,0.20833333333333334
"[-0.3671388875, 0.09593695500000002]",[0.03154783000000009],[0.9027822971343995],"[-0.3518310174999999, 0.09514820750000003]",False,[0.0],3,0.17647058823529413
"[-0.3514750068749999, 0.094221145625]",[0.4326603181250001],[0.9353053331375121],"[-0.33697651875, 0.08340462187500002]",False,[0.0],5,0.22727272727272727
"[-0.29586900000000005, 0.04271769999999999]",[0.52942288],[1.0641588211059572],"[-0.2897401, 0.029482130000000002]",False,[0.0],1,0.06666666666666667
"[-0.45064636999999996, 0.012725649999999988]",[-0.49191250999999997],[1.093289017677307],"[-0.44795437, 0.025023460000000018]",False,[0.0],3,0.036585365853658534
"[-0.43355882, 0.05266583]",[-0.20842847],[0.9996965408325196],"[-0.4248544000000001, 0.05787658999999999]",False,[0.0],1,0.045454545454545456
"[-0.314990795, 0.04781538937499998]",[0.23620361062500012],[1.07681405544281],"[-0.3076552643750001, 0.041910291874999984]",False,[0.0],5,0.18518518518518517
"[-0.3075044175000001, 0.04115676999999999]",[0.4766706950000001],[1.0460694789886475],"[-0.3015549200000001, 0.02923998000000002]",False,[0.0],3,0.10714285714285714
"[-0.296682964140625, 0.01594743398437499]",[0.1891803546875001],[1.128238881751895],"[-0.29438358972656253, 0.011217930507812491]",False,[0.0],9,0.20930232558139536
"[-0.29630333, 0.010111329999999998]",[0.5643099600000001],[1.1234424591064454],"[-0.29543793000000007, -0.003996489999999998]",False,[0.0],1,0.023255813953488372
"[-0.441290185, 0.01328831749999999]",[-0.5588724375],[1.0867712259292603],"[-0.438418875, 0.027260182500000014]",False,[0.0],3,0.13043478260869565
"[-0.4373731, 0.026311932500000017]",[-0.766795655],[1.0621115446090699],"[-0.43214081000000004, 0.04548180249999998]",False,[0.0],3,0.15
"[-0.39574430125, 0.07383480749999999]",[-0.5240022675],[0.9973283886909485],"[-0.3832320325, 0.08693485249999998]",False,[0.0],4,0.14285714285714285
"[-0.341389, 0.08423584499999999]",[0.3145416050000001],[0.9565570831298829],"[-0.32833063500000004, 0.07637226999999996]",False,[0.0],2,0.08695652173913043
"[-0.32482559125, 0.07658339874999995]",[0.1488030400000001],[0.9869517922401428],"[-0.3127706425, 0.07286328125]",False,[0.0],4,0.2
"[-0.31443455, 0.07079553499999999]",[0.4799576050000001],[1.0168289661407472],"[-0.3037472700000001, 0.058796585]",False,[0.0],2,0.13333333333333333
"[-0.28067195, 0.011050459999999995]",[0.6461207050000002],[1.1351956844329834],"[-0.27976533000000003, -0.005102605000000003]",False,[0.0],2,0.09090909090909091
"[-0.28134990000000004, -0.019504935]",[0.55150549],[1.1915756225585938],"[-0.285206015, -0.03329256]",False,[0.0],2,0.16666666666666666
"[-0.2909165375, -0.04674949625]",[0.4774931200000001],[1.265035629272461],"[-0.29903313625000005, -0.05868681375]",False,[0.0],4,0.05714285714285714
"[-0.3187735177746963, -0.09767342739981189]",[0.26652870686670793],[1.3076115672277724],"[-0.3347566110808675, -0.10433665114986554]",False,[0.0],27,0.29347826086956524
"[-0.3382141, 0.03647733]",[0.11654378000000004],[1.0581931114196779],"[-0.33253312, 0.03356373]",False,[0.0],1,0.05
"[-0.4207356250000001, 0.065829995]",[-0.30390264499999997],[0.9371356487274168],"[-0.409797615, 0.07342761999999997]",False,[0.0],2,0.09090909090909091
"[-0.2874907, 0.03252899499999999]",[0.549254715],[1.0445282936096192],"[-0.283018375, 0.01879763499999999]",False,[0.0],2,0.125
"[-0.44062632, -0.019970540000000002]",[-0.34067188],[1.1252196311950684],"[-0.44336736, -0.01145375]",False,[0.0],1,0.037037037037037035
"[-0.480271965, 0.08347213499999999]",[-0.576993665],[0.8876545906066895],"[-0.46614712999999997, 0.09789699500000004]",False,[0.0],2,0.11764705882352941
"[-0.5088308475, 0.09219737375000003]",[-0.59555003125],[0.8939237236976625],"[-0.493285225, 0.10708616499999998]",False,[0.0],4,0.2
"[-0.45121896, 0.10740661999999998]",[-0.33523225],[0.8189561843872071],"[-0.4335869, 0.11578739]",False,[0.0],1,0.125
"[-0.43365312, 0.11302381999999998]",[-0.5597082950000001],[0.8051440715789795],"[-0.414823025, 0.127016485]",False,[0.0],2,0.6666666666666666
"[-0.41460502, 0.12433529000000001]",[-0.11104878000000001],[0.7963078975677491],"[-0.39456332, 0.12711155000000002]",False,[0.0],1,0.3333333333333333
"[-0.39811858749999995, 0.12395962187500004]",[-0.111147629375],[0.8420919895172121],"[-0.378136848125, 0.12673835375000003]",False,[0.0],5,0.5555555555555556
"[-0.375677145, 0.12504423875000004]",[0.09185914125000008],[0.843395668268204],"[-0.3557925656249999, 0.12274774187500004]",False,[0.0],5,0.25
"[-0.3554297675781249, 0.12243546523437504]",[0.28221486289062514],[0.8607952922582628],"[-0.3362163596875, 0.11538006578125003]",False,[0.0],8,0.5
"[-0.334560294375, 0.11337908437499998]",[0.2908471939062501],[0.8900126323103905],"[-0.316807428125, 0.10610791406249998]",False,[0.0],7,0.3684210526315789
"[-0.317225863125, 0.10639561812499998]",[0.4829273243750001],[0.9173797726631165],"[-0.3008464812500001, 0.09432241812500003]",False,[0.0],5,0.3125
"[-0.3022421000000001, 0.09351188000000002]",[0.6769132850000001],[0.9057022571563721],"[-0.288182765, 0.076589045]",False,[0.0],2,0.11764705882352941
"[-0.28526927281250003, 0.07225716937499999]",[0.5516277809375001],[0.9816443011164665],"[-0.27444362312500004, 0.058466532031250004]",False,[0.0],7,0.30434782608695654
"[-0.2713665488963318, 0.05415520808712006]",[0.35522402818599713],[1.0188120206945315],"[-0.26317537318264006, 0.04527456547878265]",False,[0.0],19,0.5757575757575758
"[-0.26746285, 0.042036769999999994]",[0.6555343900000001],[0.9992342948913575],"[-0.26161104, 0.025648360000000002]",False,[0.0],1,0.030303030303030304
"[-0.261152235, 0.02288461000000002]",[0.69272073],[1.0731751441955566],"[-0.258414355, 0.005566535000000006]",False,[0.0],2,0.09523809523809523
"[-0.25384703625, -0.00748559125]",[0.5526376925],[1.206206834316254],"[-0.25578158375, -0.0213015225]",False,[0.0],4,0.07407407407407407
"[-0.25899047750000004, -0.02310294]",[0.5054009250000002],[1.2254903793334961],"[-0.2633608, -0.03573793]",False,[0.0],3,0.2727272727272727
"[-0.2677201725, -0.0369036725]",[0.6434933100000002],[1.2182239532470702],"[-0.27448278625, -0.052990985000000004]",False,[0.0],4,0.5714285714285714
"[-0.27066797, -0.05335951]",[0.54236226],[1.184368133544922],"[-0.27992868, -0.06691855]",False,[0.0],1,0.02
"[-0.27620089999443054, -0.1026010299495697]",[0.5502708955141449],[1.372616797810042],"[-0.2933507169153595, -0.11635782344757081]",False,[0.0],18,0.36
"[-0.29958376500000006, -0.027294310000000002]",[0.5905903750000001],[1.1886696815490727],"[-0.3047383150000001, -0.042059035]",False,[0.0],2,0.14285714285714285
"[-0.40253484, 0.030957460000000006]",[0.05785544000000005],[1.102309799194336],"[-0.39765877, 0.02951109000000001]",False,[0.0],1,0.029411764705882353
"[-0.3929037, 0.030135869999999995]",[0.006898390000000046],[1.101405143737793],"[-0.38809115, 0.029963250000000004]",False,[0.0],1,0.025
"[-0.37570179, 0.02008796000000001]",[0.19268413000000006],[1.1307901382446288],"[-0.37274462, 0.015270950000000002]",False,[0.0],1,0.02857142857142857
"[-0.38090152, -0.00797349]",[0.08681285000000004],[1.181619453430176],"[-0.38229305, -0.010143880000000003]",False,[0.0],1,0.02702702702702703
"[-0.3902874, 0.001579280000000004]",[-0.04587807000000001],[1.155879306793213],"[-0.38997352, 0.002726319999999999]",False,[0.0],1,0.025
"[-0.38774824, -0.03982055]",[0.09113981000000004],[1.2545570373535158],"[-0.3942411, -0.042099]",False,[0.0],1,0.02857142857142857
"[-0.3517417899999999, 0.022536460000000015]",[0.24347719000000012],[1.125938320159912],"[-0.34846058, 0.016449569999999993]",False,[0.0],2,0.03773584905660377
"[-0.3499946, -0.02902842]",[0.25308864000000003],[1.2410701751708986],"[-0.3549765999999999, -0.03535557]",False,[0.0],1,0.014492753623188406
"[-0.478391405, 0.0639882434375]",[-0.5513475678124999],[0.9173137277364731],"[-0.467418180625, 0.07777192968749999]",False,[0.0],6,0.16666666666666666
"[-0.44949841, 0.08075202]",[-0.29163996],[0.8892053604125977],"[-0.4361893, 0.08804296999999998]",False,[0.0],1,0.125
"[-0.43602243124999995, 0.08278760249999999]",[-0.4903927025],[0.8940917253494263],"[-0.4221225300000001, 0.09504744625000006]",False,[0.0],4,0.19047619047619047
"[-0.4233654450000001, 0.09095806000000001]",[-0.14938309000000002],[0.9067100524902343],"[-0.408612965, 0.09469265000000002]",False,[0.0],2,0.10526315789473684
"[-0.35053175999999997, 0.08352481999999999]",[0.24688795000000002],[0.910586166381836],"[-0.33749694, 0.07735251999999998]",False,[0.0],1,0.05
"[-0.44785517, 0.06011176]",[-0.33745777],[0.9388826370239257],"[-0.43778735, 0.0685482]",False,[0.0],1,0.05263157894736842
"[-0.37346267, 0.06493430124999999]",[0.33472687250000005],[0.9643010973930359],"[-0.36351947500000004, 0.056566166249999994]",False,[0.0],4,0.13333333333333333
"[-0.42059100000000005, 0.013642429999999994]",[-0.12155817],[1.1358288764953612],"[-0.41824615, 0.016681429999999994]",False,[0.0],1,0.027777777777777776
"[-0.36380560687499996, 0.044383481874999985]",[0.2770520062500001],[1.0399466097354888],"[-0.3570736437499999, 0.037457215]",False,[0.0],5,0.1724137931034483
"[-0.340724555, -0.027047635]",[0.1864273700000001],[1.2117164134979248],"[-0.34530077000000003, -0.0317083575]",False,[0.0],3,0.043478260869565216
"[-0.43359572, -0.02453101]",[-0.14875325],[1.2108158111572267],"[-0.43732238, -0.02081215]",False,[0.0],1,0.04
"[-0.46192366, 0.04197310999999999]",[-0.27781187],[1.007487964630127],"[-0.45483756, 0.048918369999999996]",False,[0.0],1,0.013513513513513514
"[-0.43054018, -0.062106045]",[-0.5877559450000001],[1.213261413574219],"[-0.439693475, -0.0474121]",False,[0.0],2,0.011904761904761904
"[-0.401388135, 0.08352828]",[-0.19024130500000003],[0.9619371891021729],"[-0.38776997, 0.08828425500000002]",False,[0.0],2,0.1111111111111111
"[-0.387763935, 0.08639740750000001]",[-0.33294362],[0.9417666435241697],"[-0.37349639999999995, 0.09472098750000002]",False,[0.0],3,0.17647058823529413
"[-0.3588260749999999, 0.09226262500000004]",[0.06044278500000008],[0.9570027828216553],"[-0.344144675, 0.09075147000000003]",False,[0.0],2,0.09090909090909091
"[-0.34441102, 0.09057796000000001]",[0.37560830000000006],[0.9485352516174316],"[-0.33041936, 0.08118773]",False,[0.0],1,0.0625
"[-0.330386, 0.0851646675]",[0.3312483225000001],[0.9651564836502076],"[-0.31720134499999997, 0.07688343249999999]",False,[0.0],3,0.1875
"[-0.3020290425000001, 0.06251215437499999]",[0.2605408937500001],[1.0355320632457734],"[-0.2923744853125, 0.05599862406249999]",False,[0.0],6,0.4
"[-0.29357724500000004, 0.051357286249999995]",[0.62696223375],[1.0249295115470887],"[-0.28619600749999996, 0.03568325875]",False,[0.0],4,0.4
"[-0.43682560000000004, 0.033038975]",[-0.19289832499999998],[1.0756270408630368],"[-0.4312822, 0.037861405]",False,[0.0],2,0.07692307692307693
"[-0.3041652200000001, -0.008946059999999999]",[0.45317300500000013],[1.1681764602661138],"[-0.3062008000000001, -0.020275355000000002]",False,[0.0],2,0.024691358024691357
"[-0.43237982125, 0.0868294625]",[-0.25670127687500005],[0.9229680418968199],"[-0.41814483874999997, 0.09324697437500001]",False,[0.0],5,0.23809523809523808
"[-0.41669567, 0.09380629750000002]",[0.00256262000000009],[0.9163093566894531],"[-0.40169009499999997, 0.09374225250000001]",False,[0.0],3,0.1875
"[-0.4021955275, 0.09606048500000003]",[-0.04074217749999999],[0.9092976808547975],"[-0.3867715275, 0.09707904]",False,[0.0],3,0.16666666666666666
"[-0.2999124000000001, 0.04194772]",[0.6050335],[1.025889301300049],"[-0.29400748, 0.02682185]",False,[0.0],1,0.06666666666666667
"[-0.29057145000000006, 0.010782479999999994]",[0.6595532800000001],[1.090945816040039],"[-0.28972566, -0.0057064299999999984]",False,[0.0],1,0.023255813953488372
"[-0.289280565, -0.0061143050000000004]",[0.6346834750000001],[1.17336163520813],"[-0.291105065, -0.021981325]",False,[0.0],2,0.012658227848101266
"[-0.39144730125000005, 0.08574988625]",[-0.443211885625],[0.8983126103878022],"[-0.3771363625, 0.09683025750000002]",False,[0.0],5,0.19230769230769232
"[-0.37749588125, 0.09813055625000003]",[-0.18911442750000002],[0.8940889477729799],"[-0.36154282625, 0.10285834749999997]",False,[0.0],4,0.18181818181818182
"[-0.36298679523437505, 0.10381640242187498]",[0.012322392421875085],[0.8978577084839345],"[-0.346392619375, 0.103508362734375]",False,[0.0],8,0.36363636363636365
"[-0.3434088740625, 0.10720127421874995]",[0.41481967281250015],[0.9039520099759102],"[-0.3268098015625, 0.09683076968750004]",False,[0.0],7,0.3181818181818182
"[-0.32685765425781255, 0.09643632917968753]",[0.3785094211132814],[0.9306550733745097],"[-0.3119324618164062, 0.08697361001953123]",False,[0.0],10,0.4
"[-0.31598195226562503, 0.08777433101562503]",[0.4295435173437501],[1.0090568646788598],"[-0.3025108059375001, 0.07703571445312499]",False,[0.0],8,0.27586206896551724
"[-0.3011272725000001, 0.07817956499999998]",[0.4323487850000001],[1.0208607912063599],"[-0.2891949825, 0.06737088999999999]",False,[0.0],3,0.17647058823529413
"[-0.28206459812499995, 0.06341949625000001]",[0.6028918740625],[1.0219566434621812],"[-0.2727213175, 0.04834721093749999]",False,[0.0],6,0.1935483870967742
"[-0.2784451575, 0.04642951624999999]",[0.3508611662500001],[1.0798784971237185],"[-0.27148428874999997, 0.03765802124999999]",False,[0.0],4,0.16
"[-0.27103841500000003, 0.034042775]",[0.6185991900000001],[1.0853035926818848],"[-0.26641631, 0.018577754999999998]",False,[0.0],2,0.16666666666666666
"[-0.265210150625, 0.0156672734375]",[0.3899240331250001],[1.1369185894727705],"[-0.263223284375, 0.005919195937499998]",False,[0.0],6,0.5454545454545454
"[-0.26291813125, 0.003925514375000003]",[0.6589195212500001],[1.1793253242969512],"[-0.2631685975, -0.012547516875]",False,[0.0],5,0.2777777777777778
"[-0.2631685975, -0.012547516875]",[0.6066840787500001],[1.2096595644950872],"[-0.26598510499999994, -0.02771459625]",False,[0.0],5,0.625
"[-0.267942905, -0.02836719]",[0.6045305650000001],[1.2094200611114505],"[-0.273287685, -0.043480455]",False,[0.0],2,0.2
"[-0.39319968, 0.09571918750000002]",[-0.4365966925],[0.8910791397094726],"[-0.3773025, 0.10663405249999994]",False,[0.0],3,0.14285714285714285
"[-0.3738069675, 0.10354498124999997]",[-0.09773898624999999],[0.9035722374916076],"[-0.35710948874999987, 0.10598844124999998]",False,[0.0],4,0.25
"[-0.3594913474999999, 0.1075185525]",[0.21801507250000013],[0.9088765144348145],"[-0.3425790525, 0.10206818499999995]",False,[0.0],3,0.23076923076923078
"[-0.31192496400390624, 0.08635361783203126]",[0.3530764283203126],[0.9305855104699731],"[-0.2985791850781251, 0.07752672529296872]",False,[0.0],11,0.3793103448275862
"[-0.29657029641842614, 0.07668783952471969]",[0.3798357448800136],[0.9652982169694042],"[-0.28480673585376143, 0.0671919728542614]",False,[0.0],24,0.6486486486486487
"[-0.2676156475, 0.031923145]",[0.5709051725000001],[1.1320986986160275],"[-0.26326915500000003, 0.017650514999999988]",False,[0.0],3,0.07317073170731707
"[-0.26741001, -0.024811625]",[0.5035051850000001],[1.2031069278717046],"[-0.27205118500000003, -0.037399265]",False,[0.0],2,0.2
"[-0.2720475875, -0.033504145]",[0.5881017775000001],[1.2036110401153568],"[-0.27819243250000003, -0.0482066425]",False,[0.0],3,0.3
"[-0.44993544, 0.07038962999999998]",[-0.38245221],[0.9669976234436035],"[-0.43816316, 0.07995093]",False,[0.0],1,0.058823529411764705
"[-0.409049125, 0.09392196000000003]",[-0.48481184999999993],[0.8835278034210206],"[-0.393375185, 0.106042265]",False,[0.0],2,0.1111111111111111
"[-0.344277149375, 0.10419231749999999]",[-0.04026415374999999],[0.9258235871791839],"[-0.3275526675, 0.10519893187499998]",False,[0.0],5,0.22727272727272727
"[-0.32760448750000004, 0.10210385999999996]",[0.5397848825],[0.9454532623291015],"[-0.311987595, 0.088609215]",False,[0.0],3,0.1111111111111111
"[-0.3056295000000001, 0.058306695000000006]",[0.24848355500000013],[1.0382752418518066],"[-0.29663175500000005, 0.05209464000000001]",False,[0.0],2,0.15384615384615385
"[-0.28155628, 0.027316630000000015]",[0.5618484300000002],[1.0954946517944333],"[-0.27793476, 0.013270379999999995]",False,[0.0],2,0.10526315789473684
"[-0.276726584375, 0.014505681249999996]",[0.40564723375000017],[1.1503299146890642],"[-0.2749465375, 0.004364424687500002]",False,[0.0],6,0.5454545454545454
"[-0.2736154740625, 0.0012690031250000029]",[0.5999319959375],[1.1735208213329316],"[-0.27421236281250005, -0.013729247500000001]",False,[0.0],6,0.1935483870967742
"[-0.274327880625, -0.013345250000000005]",[0.536062985],[1.204446738958359],"[-0.277177861875, -0.026746835625]",False,[0.0],5,0.4166666666666667
"[-0.277544675, -0.026896805]",[0.5727518400000002],[1.1876679420471195],"[-0.28261181999999996, -0.041215600000000005]",False,[0.0],2,0.25
"[-0.3302198, 0.07405018999999999]",[0.04110072000000005],[0.9910739898681641],"[-0.3184266, 0.07302271999999999]",False,[0.0],1,0.05
"[-0.28610443500000005, 0.052053215]",[0.5753464500000001],[1.0314743518829346],"[-0.278543055, 0.03766960000000001]",False,[0.0],2,0.09090909090909091
"[-0.27635884125, 0.03367996250000001]",[0.41306655250000013],[1.0683765172958375],"[-0.27152079875, 0.023353281250000017]",False,[0.0],4,0.3333333333333333
"[-0.2757549425, 0.02534461250000001]",[0.47118166750000007],[1.131053256988525],"[-0.2723280175, 0.013565122499999981]",False,[0.0],3,0.25
"[-0.27068543, 0.01457857999999999]",[0.6720167800000001],[1.141563129425049],"[-0.2692489, -0.0022218800000000025]",False,[0.0],1,0.09090909090909091
"[-0.2692489, -0.0022218800000000025]",[0.6621877300000001],[1.1746725082397462],"[-0.2704873, -0.01877654]",False,[0.0],1,0.1111111111111111
"[-0.2714151725, -0.016913622500000003]",[0.6239852025000001],[1.1558913230895997],"[-0.2749533675, -0.03251328]",False,[0.0],3,0.25
"[-0.4316753925, -0.02485978625]",[-0.45551939375],[1.1286272406578064],"[-0.43504559875, -0.013471778749999998]",False,[0.0],4,0.16
"[-0.37044203, 0.07871412999999997]",[-0.1561238],[0.9338007926940918],"[-0.35763959999999995, 0.08261728]",False,[0.0],1,0.03333333333333333
"[-0.3459156575, 0.08358383499999998]",[0.01865523500000007],[0.9792648315429688],"[-0.33256710999999994, 0.0831174275]",False,[0.0],3,0.13043478260869565
"[-0.31838781, 0.07741400749999997]",[0.08152647250000007],[0.9742037057876587],"[-0.30611029500000014, 0.07537585499999996]",False,[0.0],3,0.2
"[-0.3049993937109376, 0.07492998990234373]",[0.38978185986328134],[1.0395642448216678],"[-0.2935303195703125, 0.06518545345703125]",False,[0.0],10,0.5882352941176471
"[-0.29350285750000005, 0.06301896374999999]",[0.5562407725000003],[1.0291095614433288],"[-0.28416146124999997, 0.049112914999999986]",False,[0.0],4,0.2
"[-0.28289946625, 0.04769092749999999]",[0.4397931350000001],[1.0458121299743652],"[-0.27585534874999995, 0.036696088749999994]",False,[0.0],4,0.4444444444444444
"[-0.2774817775, 0.02293833375000002]",[0.6070813725000002],[1.1308279216289518],"[-0.2746210775, 0.00776127375]",False,[0.0],5,0.4166666666666667
"[-0.27469667750000004, -0.004787547500000003]",[0.570349325],[1.1806109905242923],"[-0.27622312250000003, -0.019046232500000003]",False,[0.0],3,0.125
"[-0.27777192562499997, -0.035371843124999996]",[0.5274345493750001],[1.2134859800338744],"[-0.284134625625, -0.048557710625]",False,[0.0],5,0.5
"[-0.37459242, -0.02947903]",[0.029267130000000044],[1.2546641349792482],"[-0.37934804, -0.030210669999999995]",False,[0.0],1,0.023255813953488372
"[-0.3524381312499999, 0.033126592499999996]",[-0.41251225874999997],[1.0627296447753907],"[-0.34658787625, 0.04343940374999999]",False,[0.0],4,0.10256410256410256
"[-0.41173068749999997, -0.0438858275]",[-0.36142481125000003],[1.2209484338760377],"[-0.4182705325, -0.03485020375]",False,[0.0],4,0.020618556701030927
"[-0.35107786999999985, 0.07446971749999998]",[-0.36466575],[0.9898777008056641],"[-0.33867650250000003, 0.08358633250000001]",False,[0.0],3,0.12
"[-0.27877748, 0.01146281]",[0.6198908300000001],[1.1378430366516112],"[-0.27776998, -0.00403452]",False,[0.0],1,0.09090909090909091
"[-0.278122545, -0.018707605000000002]",[0.5088399750000001],[1.2130604267120362],"[-0.28179425, -0.031428575]",False,[0.0],2,0.16666666666666666
"[-0.43792389218750005, 0.014124140312499988]",[-0.9658240084375],[1.0081049323081972],"[-0.43442050374999996, 0.037440609062500005]",False,[0.0],6,0.24
"[-0.3630459, 0.108534455]",[-0.126784445],[0.9069447994232178],"[-0.34551132, 0.11170399499999999]",False,[0.0],2,0.09090909090909091
"[-0.34380674, 0.11193419]",[0.03518824000000005],[0.8593505859375001],"[-0.3259442, 0.11105454]",False,[0.0],1,0.07692307692307693
"[-0.322113965, 0.11302181999999998]",[0.3502525225000001],[0.8826761007308961],"[-0.3044974950000001, 0.10426554249999995]",False,[0.0],3,0.3333333333333333
"[-0.3085376000000001, 0.10426508999999998]",[0.37479796000000004],[0.8916693687438966],"[-0.29235488, 0.09489512]",False,[0.0],1,0.14285714285714285
"[-0.29294300000000006, 0.09261554500000002]",[0.5517728800000001],[0.978096342086792],"[-0.27886021, 0.07882130499999998]",False,[0.0],2,0.18181818181818182
"[-0.27719196751953123, 0.07285667793945311]",[0.27608487955566413],[1.0052047369070352],"[-0.26590300752929685, 0.06595456033203126]",False,[0.0],12,0.75
"[-0.26557574, 0.0613113775]",[0.5239545812500002],[0.992351770401001],"[-0.25646455625, 0.04821248249999998]",False,[0.0],4,0.25
"[-0.257387755, 0.043812634999999996]",[0.629962675],[1.0433538436889649],"[-0.2512177, 0.02806354000000002]",False,[0.0],2,0.08695652173913043
"[-0.25141366091796874, 0.022972819726562517]",[0.21537831751953135],[1.1457096548750996],"[-0.2480251664648437, 0.01758834900390625]",False,[0.0],10,0.22727272727272727
"[-0.24521624999999994, 0.016573604999999988]",[0.7732681475000001],[1.1057199239730833],"[-0.24359550999999993, -0.0027580556849999965]",False,[0.0],3,0.06382978723404255
"[-0.24632751999999994, -0.005318820000000002]",[0.6176302450000002],[1.1262293338775635],"[-0.24800204999999995, -0.020759645]",False,[0.0],2,0.009569377990430622
"[-0.24725865999999996, -0.02088577]",[0.7394175600000001],[1.1602019309997562],"[-0.25158632, -0.03937119]",False,[0.0],1,0.3333333333333333
"[-0.25158632, -0.03937119]",[0.74918828],[1.1976613998413086],"[-0.2588846, -0.05810088]",False,[0.0],1,0.14285714285714285
"[-0.26591949704948425, -0.0966743208417511]",[0.6343257327909089],[1.3463409839197995],"[-0.2822331654423523, -0.11253245632270813]",False,[0.0],18,0.391304347826087
"[-0.298743423070448, -0.08058268849884759]",[0.4477189506550984],[1.3415468551256098],"[-0.3122336444130511, -0.09177565729228515]",False,[0.0],29,0.4142857142857143
"[-0.3268024725, 0.0875345175]",[0.07243038125000008],[0.9258057951927184],"[-0.31289354999999996, 0.08572374375000001]",False,[0.0],4,0.3076923076923077
"[-0.272448335, 0.03773855999999999]",[0.519279045],[1.0990901947021483],"[-0.26710251500000004, 0.02475655000000001]",False,[0.0],2,0.16666666666666666
"[-0.268424125, 0.023616850000000016]",[0.6275951150000001],[1.1050214290618898],"[-0.26548225000000003, 0.007927060000000001]",False,[0.0],2,0.09523809523809523
"[-0.2813287825, -0.04758319]",[0.5886513625],[1.2099593639373782],"[-0.289726955, -0.0622994875]",False,[0.0],3,0.047619047619047616
"[-0.28598267208716394, -0.10704263440991402]",[0.5167775455973054],[1.3398621654966065],"[-0.30379855346301093, -0.11996208229751587]",False,[0.0],22,0.3492063492063492
"[-0.38932192, -0.014191810000000001]",[-0.42237881],[1.1975436210632324],"[-0.39102948, -0.003632370000000003]",False,[0.0],1,0.030303030303030304
"[-0.37243528000000004, 0.048325714999999984]",[-0.29270236],[1.0789439201354982],"[-0.36431292, 0.05564326]",False,[0.0],2,0.05128205128205128
"[-0.3158094, 0.056915225]",[0.21959030000000013],[1.0780331134796142],"[-0.3069957800000001, 0.051425454999999995]",False,[0.0],2,0.09090909090909091
"[-0.28023148, 0.00930047]",[0.45812450000000005],[1.1945841789245606],"[-0.27935427, -0.002152620000000001]",False,[0.0],1,0.005154639175257732
"[-0.28013718, -0.010374250000000003]",[0.33834397000000005],[1.2279445648193361],"[-0.28224814, -0.01883286]",False,[0.0],1,0.08333333333333333
"[-0.46405482, 0.06156278]",[-0.33639195],[1.050333595275879],"[-0.4537562, 0.06997263]",False,[0.0],1,0.027777777777777776
"[-0.38289225, 0.08834195500000001]",[-0.23518848000000003],[0.91839599609375],"[-0.36844396, 0.09422171500000004]",False,[0.0],2,0.11764705882352941
"[-0.3547328768749999, 0.09568237500000004]",[-0.08586267156249999],[0.9578555703163147],"[-0.3393091853125, 0.09782894562500005]",False,[0.0],6,0.2727272727272727
"[-0.33621057125, 0.09207090750000002]",[0.2598480937500001],[0.9631427884101869],"[-0.32182567624999997, 0.08557469999999999]",False,[0.0],4,0.17391304347826086
"[-0.310187135, 0.07644885499999995]",[0.4364200400000002],[0.9671718120574951],"[-0.2985372300000001, 0.065538285]",False,[0.0],2,0.13333333333333333
"[-0.288005295, 0.047892864999999986]",[0.4341323200000002],[1.040446138381958],"[-0.28092125, 0.037039575000000005]",False,[0.0],2,0.2222222222222222
"[-0.28228842249999997, 0.0342965875]",[0.42219053875000007],[1.124609076976776],"[-0.2773639475, 0.02374173750000002]",False,[0.0],4,0.25
"[-0.36624882187499996, 0.084559308125]",[-0.45328211749999997],[0.9581652462482453],"[-0.3521149774999999, 0.09589129750000003]",False,[0.0],5,0.16666666666666666
"[-0.33779747, 0.08575010000000001]",[0.02013253500000007],[0.9714868545532227],"[-0.32410431, 0.0852468]",False,[0.0],2,0.125
"[-0.2888037, 0.054885745]",[0.5752322950000002],[1.0157741069793702],"[-0.28078895000000004, 0.04050493499999997]",False,[0.0],2,0.09090909090909091
"[-0.28078895000000004, 0.04050493499999997]",[0.6346913650000001],[1.0475086688995363],"[-0.27515440999999996, 0.02463764000000001]",False,[0.0],2,0.2222222222222222
